,Pivot Field Names-alias,YEAR(Year_raw)-value,YEAR(Year_raw)-alias,SUM(Pivot Field Values)-value,SUM(Pivot Field Values)-alias
362,Education & outreach,2006-01-01 00:00:00,2006,0.005555555555555556,0.005555555555555556
363,Education & outreach,2007-01-01 00:00:00,2007,0.009433962264150943,0.009433962264150943
364,Education & outreach,2008-01-01 00:00:00,2008,0,0
365,Education & outreach,2009-01-01 00:00:00,2009,0,0
366,Education & outreach,2010-01-01 00:00:00,2010,0.012345679012345678,0.012345679012345678
367,Education & outreach,2011-01-01 00:00:00,2011,0.0030864197530864196,0.0030864197530864196
368,Education & outreach,2012-01-01 00:00:00,2012,0.007957559681697613,0.007957559681697613
369,Education & outreach,2013-01-01 00:00:00,2013,0,0
370,Education & outreach,2014-01-01 00:00:00,2014,0.003717472118959108,0.003717472118959108
371,Education & outreach,2015-01-01 00:00:00,2015,0.00390625,0.00390625
372,Education & outreach,2016-01-01 00:00:00,2016,0.0038610038610038607,0.0038610038610038607
373,Education & outreach,2017-01-01 00:00:00,2017,0.007692307692307693,0.007692307692307693
374,Education & outreach,2018-01-01 00:00:00,2018,0.0078125,0.0078125
375,Education & outreach,2019-01-01 00:00:00,2019,0.012,0.012
376,Education & outreach,2021-01-01 00:00:00,2021,0,0
377,Education & outreach,2022-01-01 00:00:00,2022,0.0047169811320754715,0.0047169811320754715
378,Country specific,1995-01-01 00:00:00,1995,0,0
379,Country specific,1996-01-01 00:00:00,1996,0,0
380,Country specific,1997-01-01 00:00:00,1997,0,0
381,Country specific,1998-01-01 00:00:00,1998,0,0
382,Country specific,1999-01-01 00:00:00,1999,0.012738853503184714,0.012738853503184714
383,Country specific,2000-01-01 00:00:00,2000,0.006711409395973154,0.006711409395973154
384,Country specific,2001-01-01 00:00:00,2001,0.043478260869565216,0.043478260869565216
385,Country specific,2002-01-01 00:00:00,2002,0.04225352112676056,0.04225352112676056
386,Country specific,2003-01-01 00:00:00,2003,0.056338028169014086,0.056338028169014086
387,Country specific,2004-01-01 00:00:00,2004,0.027972027972027972,0.027972027972027972
388,Country specific,2005-01-01 00:00:00,2005,0.038461538461538464,0.038461538461538464
389,Country specific,2006-01-01 00:00:00,2006,0.03888888888888889,0.03888888888888889
390,Country specific,2007-01-01 00:00:00,2007,0.014150943396226415,0.014150943396226415
391,Country specific,2008-01-01 00:00:00,2008,0.031746031746031744,0.031746031746031744
392,Country specific,2009-01-01 00:00:00,2009,0.01945525291828794,0.01945525291828794
393,Country specific,2010-01-01 00:00:00,2010,0.01646090534979424,0.01646090534979424
394,Country specific,2011-01-01 00:00:00,2011,0.033950617283950615,0.033950617283950615
395,Country specific,2012-01-01 00:00:00,2012,0.034482758620689655,0.034482758620689655
396,Country specific,2013-01-01 00:00:00,2013,0.0149812734082397,0.0149812734082397
397,Country specific,2014-01-01 00:00:00,2014,0.01486988847583643,0.01486988847583643
398,Country specific,2015-01-01 00:00:00,2015,0.015625,0.015625
399,Country specific,2016-01-01 00:00:00,2016,0.011583011583011582,0.011583011583011582
400,Country specific,2017-01-01 00:00:00,2017,0.007692307692307693,0.007692307692307693
401,Country specific,2018-01-01 00:00:00,2018,0.01171875,0.01171875
402,Country specific,2019-01-01 00:00:00,2019,0.012,0.012
403,Country specific,2021-01-01 00:00:00,2021,0.014563106796116505,0.014563106796116505
404,Country specific,2022-01-01 00:00:00,2022,0.01886792452830189,0.01886792452830189
405,Compliance,1995-01-01 00:00:00,1995,0.056179775280898875,0.056179775280898875
406,Compliance,1996-01-01 00:00:00,1996,0.010752688172043012,0.010752688172043012
407,Compliance,1997-01-01 00:00:00,1997,0.017543859649122806,0.017543859649122806
408,Compliance,1998-01-01 00:00:00,1998,0,0
409,Compliance,1999-01-01 00:00:00,1999,0.05732484076433121,0.05732484076433121
410,Compliance,2000-01-01 00:00:00,2000,0.04026845637583892,0.04026845637583892
411,Compliance,2001-01-01 00:00:00,2001,0.006211180124223602,0.006211180124223602
412,Compliance,2002-01-01 00:00:00,2002,0,0
413,Compliance,2003-01-01 00:00:00,2003,0,0
414,Compliance,2004-01-01 00:00:00,2004,0,0
415,Compliance,2005-01-01 00:00:00,2005,0.007692307692307693,0.007692307692307693
416,Compliance,2006-01-01 00:00:00,2006,0.022222222222222223,0.022222222222222223
417,Compliance,2007-01-01 00:00:00,2007,0.014150943396226415,0.014150943396226415
418,Compliance,2008-01-01 00:00:00,2008,0.015873015873015872,0.015873015873015872
419,Compliance,2009-01-01 00:00:00,2009,0.011673151750972763,0.011673151750972763
420,Compliance,2010-01-01 00:00:00,2010,0.0205761316872428,0.0205761316872428
421,Compliance,2011-01-01 00:00:00,2011,0.021604938271604937,0.021604938271604937
422,Compliance,2012-01-01 00:00:00,2012,0.005305039787798408,0.005305039787798408
423,Compliance,2013-01-01 00:00:00,2013,0,0
424,Compliance,2014-01-01 00:00:00,2014,0.003717472118959108,0.003717472118959108
425,Compliance,2015-01-01 00:00:00,2015,0.00390625,0.00390625
426,Compliance,2016-01-01 00:00:00,2016,0.011583011583011582,0.011583011583011582
427,Compliance,2017-01-01 00:00:00,2017,0.01153846153846154,0.01153846153846154
428,Compliance,2018-01-01 00:00:00,2018,0.015625,0.015625
429,Compliance,2019-01-01 00:00:00,2019,0.004,0.004
430,Compliance,2021-01-01 00:00:00,2021,0.009708737864077669,0.009708737864077669
431,Compliance,2022-01-01 00:00:00,2022,0.0047169811320754715,0.0047169811320754715
432,Capacity building,1995-01-01 00:00:00,1995,0,0
433,Capacity building,1996-01-01 00:00:00,1996,0,0
434,Capacity building,1997-01-01 00:00:00,1997,0,0
435,Capacity building,1998-01-01 00:00:00,1998,0,0
436,Capacity building,1999-01-01 00:00:00,1999,0.01910828025477707,0.01910828025477707
437,Capacity building,2000-01-01 00:00:00,2000,0.04697986577181208,0.04697986577181208
438,Capacity building,2001-01-01 00:00:00,2001,0.018633540372670808,0.018633540372670808
439,Capacity building,2002-01-01 00:00:00,2002,0.02112676056338028,0.02112676056338028
440,Capacity building,2003-01-01 00:00:00,2003,0.02112676056338028,0.02112676056338028
441,Capacity building,2004-01-01 00:00:00,2004,0.02097902097902098,0.02097902097902098
442,Capacity building,2005-01-01 00:00:00,2005,0.02307692307692308,0.02307692307692308
443,Capacity building,2006-01-01 00:00:00,2006,0.03333333333333333,0.03333333333333333
444,Capacity building,2007-01-01 00:00:00,2007,0.03773584905660378,0.03773584905660378
445,Capacity building,2008-01-01 00:00:00,2008,0.023809523809523808,0.023809523809523808
446,Capacity building,2009-01-01 00:00:00,2009,0.023346303501945526,0.023346303501945526
447,Capacity building,2010-01-01 00:00:00,2010,0.024691358024691357,0.024691358024691357
448,Capacity building,2011-01-01 00:00:00,2011,0.030864197530864196,0.030864197530864196
449,Capacity building,2012-01-01 00:00:00,2012,0.03183023872679045,0.03183023872679045
450,Capacity building,2013-01-01 00:00:00,2013,0.01872659176029963,0.01872659176029963
451,Capacity building,2014-01-01 00:00:00,2014,0.022304832713754642,0.022304832713754642
452,Capacity building,2015-01-01 00:00:00,2015,0.0234375,0.0234375
453,Capacity building,2016-01-01 00:00:00,2016,0.03088803088803089,0.03088803088803089
454,Capacity building,2017-01-01 00:00:00,2017,0.03076923076923077,0.03076923076923077
455,Capacity building,2018-01-01 00:00:00,2018,0.0234375,0.0234375
456,Capacity building,2019-01-01 00:00:00,2019,0.04,0.04
457,Capacity building,2021-01-01 00:00:00,2021,0.02912621359223301,0.02912621359223301
458,Capacity building,2022-01-01 00:00:00,2022,0.01886792452830189,0.01886792452830189
459,Adaptation,1995-01-01 00:00:00,1995,0,0
460,Adaptation,1996-01-01 00:00:00,1996,0,0
461,Adaptation,1997-01-01 00:00:00,1997,0,0
462,Adaptation,1998-01-01 00:00:00,1998,0,0
463,Adaptation,1999-01-01 00:00:00,1999,0.006369426751592357,0.006369426751592357
464,Adaptation,2000-01-01 00:00:00,2000,0.02013422818791946,0.02013422818791946
465,Adaptation,2001-01-01 00:00:00,2001,0.012422360248447204,0.012422360248447204
466,Adaptation,2002-01-01 00:00:00,2002,0,0
467,Adaptation,2003-01-01 00:00:00,2003,0,0
468,Adaptation,2004-01-01 00:00:00,2004,0.013986013986013986,0.013986013986013986
469,Adaptation,2005-01-01 00:00:00,2005,0.015384615384615385,0.015384615384615385
470,Adaptation,2006-01-01 00:00:00,2006,0.016666666666666666,0.016666666666666666
471,Adaptation,2007-01-01 00:00:00,2007,0.01886792452830189,0.01886792452830189
472,Adaptation,2008-01-01 00:00:00,2008,0.01984126984126984,0.01984126984126984
473,Adaptation,2009-01-01 00:00:00,2009,0.027237354085603113,0.027237354085603113
474,Adaptation,2010-01-01 00:00:00,2010,0.00823045267489712,0.00823045267489712
475,Adaptation,2011-01-01 00:00:00,2011,0.027777777777777776,0.027777777777777776
476,Adaptation,2012-01-01 00:00:00,2012,0.0610079575596817,0.0610079575596817
477,Adaptation,2013-01-01 00:00:00,2013,0.026217228464419477,0.026217228464419477
478,Adaptation,2014-01-01 00:00:00,2014,0.026022304832713755,0.026022304832713755
479,Adaptation,2015-01-01 00:00:00,2015,0.02734375,0.02734375
480,Adaptation,2016-01-01 00:00:00,2016,0.03088803088803089,0.03088803088803089
481,Adaptation,2017-01-01 00:00:00,2017,0.03461538461538462,0.03461538461538462
482,Adaptation,2018-01-01 00:00:00,2018,0.04296875,0.04296875
483,Adaptation,2019-01-01 00:00:00,2019,0.032,0.032
484,Adaptation,2021-01-01 00:00:00,2021,0.05825242718446602,0.05825242718446602
485,Adaptation,2022-01-01 00:00:00,2022,0.07547169811320756,0.07547169811320756
