"";"org_limpo";"id_org_unica";"tipo_org";"tipo_org_reduzido"
"200";"FAPESC";256;"Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais)";"Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)"
"201";"Instituto Águas da Terra";357;"Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais)";"Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)"
"202";"Município de Aracaju";459;"Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais)";"Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)"
"203";"Município de Belém";460;"Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais)";"Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)"
"204";"Município de Belo Horizonte";461;"Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais)";"Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)"
"205";"Município de Boa Vista";462;"Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais)";"Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)"
"206";"Município de Brasileia";463;"Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais)";"Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)"
"207";"Município de Campinas";464;"Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais)";"Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)"
"208";"Município de Cotriguaçu";465;"Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais)";"Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)"
"209";"Município de Curitiba";466;"Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais)";"Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)"
"210";"Município de Cururupu";467;"Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais)";"Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)"
"211";"Município de Fortaleza";468;"Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais)";"Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)"
"212";"Município de Goiânia";469;"Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais)";"Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)"
"213";"Município de Itu";470;"Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais)";"Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)"
"214";"Município de João Pessoa";471;"Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais)";"Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)"
"215";"Município de Jundiaí";472;"Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais)";"Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)"
"216";"Município de Londrina";473;"Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais)";"Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)"
"217";"Município de Macapá";474;"Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais)";"Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)"
"218";"Município de Maceió";475;"Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais)";"Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)"
"219";"Município de Manaus";476;"Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais)";"Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)"
"220";"Município de Marechal Thaumaturgo";477;"Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais)";"Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)"
"221";"Município de Natal";478;"Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais)";"Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)"
"222";"Município de Nova Iguacu";479;"Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais)";"Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)"
"223";"Município de Palmas";480;"Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais)";"Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)"
"224";"Município de Paragominas";481;"Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais)";"Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)"
"225";"Município de Porto Alegre";482;"Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais)";"Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)"
"226";"Município de Porto Velho";483;"Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais)";"Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)"
"227";"Município de Rio de Janeiro";484;"Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais)";"Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)"
"228";"Município de Salvador";485;"Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais)";"Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)"
"229";"Município de Santa Terezinha de Goiás";486;"Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais)";"Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)"
"230";"Município de Sâo Bento do Uno";487;"Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais)";"Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)"
"231";"Município de São Luís";488;"Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais)";"Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)"
"232";"Município de São Paulo";489;"Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais)";"Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)"
"233";"Município de Vitória";490;"Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais)";"Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)"
"234";"Município de Vitória do Jari";491;"Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais)";"Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)"
"235";"Município do Recife";492;"Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais)";"Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)"
"236";"Município do Rio de Janeiro";493;"Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais)";"Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)"
"237";"SANESP - Companhia Metropolitana de Saneamento de São Paulo";547;"Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais)";"Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)"
"238";"Câmara dos Deputados";101;"Legislativo federal";"Legislativo federal"
"239";"Congresso Nacional";164;"Legislativo federal";"Legislativo federal"
"240";"Senado Federal";568;"Legislativo federal";"Legislativo federal"
"241";"TCU - Tribunal de Contas da União";594;"Legislativo federal";"Legislativo federal"
"242";"Comam-Cominicao Ambiental";149;"Ainda não identificado";"Não identificado"
"243";"Fórum Permanente de Sustentabilidade de Amazônia";280;"Ainda não identificado";"Não identificado"
"244";"Mining Museum";420;"Ainda não identificado";"Não identificado"
"245";"TCBR";593;"Ainda não identificado";"Não identificado"
"246";"Organização não identificada";508;"Sem informação na lista";"Não identificado"
"247";"Sem informação";565;"Sem informação na lista";"Não identificado"
"248";"CBPF - Centro Brasileiro de Pesquisas Físicas";111;"Laboratórios, centros e institutos de pesquisa vinculados ao MCT";"Órgãos de ensino e pesquisa"
"249";"CETEM - Centro de Tecnologia Mineral";125;"Laboratórios, centros e institutos de pesquisa vinculados ao MCT";"Órgãos de ensino e pesquisa"
"250";"CETENE - Centro de Tecnologias Estratégicas do Nordeste";126;"Laboratórios, centros e institutos de pesquisa vinculados ao MCT";"Órgãos de ensino e pesquisa"
"251";"CGEE - Centro de Gestão e Estudos Estratégicos";128;"Laboratórios, centros e institutos de pesquisa vinculados ao MCT";"Órgãos de ensino e pesquisa"
"252";"CNPEM - Centro Nacional de Pesquisa em Energia e Materiais";141;"Laboratórios, centros e institutos de pesquisa vinculados ao MCT";"Órgãos de ensino e pesquisa"
"253";"CTI - Centro de Tecnologia da Informação";185;"Laboratórios, centros e institutos de pesquisa vinculados ao MCT";"Órgãos de ensino e pesquisa"
"254";"INPA -  Instituto Nacional de Pesquisas da Amazônia";351;"Laboratórios, centros e institutos de pesquisa vinculados ao MCT";"Órgãos de ensino e pesquisa"
"255";"INPE - Instituto Nacional de Pesquisas Espaciais";352;"Laboratórios, centros e institutos de pesquisa vinculados ao MCT";"Órgãos de ensino e pesquisa"
"256";"INSA - Instituto Nacional do Semi-Árido";355;"Laboratórios, centros e institutos de pesquisa vinculados ao MCT";"Órgãos de ensino e pesquisa"
"257";"INT - Instituto Nacional de Tecnologia";389;"Laboratórios, centros e institutos de pesquisa vinculados ao MCT";"Órgãos de ensino e pesquisa"
"258";"LNA - Laboratório Nacional de Astrofísica";408;"Laboratórios, centros e institutos de pesquisa vinculados ao MCT";"Órgãos de ensino e pesquisa"
"259";"LNCC- Laboratório Nacional de Computação Científica";409;"Laboratórios, centros e institutos de pesquisa vinculados ao MCT";"Órgãos de ensino e pesquisa"
"260";"LNNano - Laboratório Nacional de Nanotecnologia";410;"Laboratórios, centros e institutos de pesquisa vinculados ao MCT";"Órgãos de ensino e pesquisa"
"261";"Museu de Astronomia e Ciências Afins";494;"Laboratórios, centros e institutos de pesquisa vinculados ao MCT";"Órgãos de ensino e pesquisa"
"262";"Museu Paraense Emílio Goeldi";495;"Laboratórios, centros e institutos de pesquisa vinculados ao MCT";"Órgãos de ensino e pesquisa"
"263";"Observatório Nacional do Rio de Janeiro";505;"Laboratórios, centros e institutos de pesquisa vinculados ao MCT";"Órgãos de ensino e pesquisa"
"264";"Rede Nacional de Ensino e Pesquisa";539;"Laboratórios, centros e institutos de pesquisa vinculados ao MCT";"Órgãos de ensino e pesquisa"
"265";"Sebrae";550;"Sistema S";"Órgãos de ensino e pesquisa"
"266";"Senac";567;"Sistema S";"Órgãos de ensino e pesquisa"
"267";"SENAR - Serviço Nacional de Aprendizagem Rural";569;"Sistema S";"Órgãos de ensino e pesquisa"
"268";"SESCOOP - Serviço Nacional de Aprendizagem do Cooperativismo";571;"Sistema S";"Órgãos de ensino e pesquisa"
"269";"Academia Brasileira de Ciências";18;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"270";"Aluno do sistema municipal de educação";30;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"271";"ANUT - Asociación Nacional de Universidades Tecnológicas";47;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"272";"CEBRAP - Centro Brasileiro de Análise e Planejamento";119;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"273";"Centro Clima";121;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"274";"Centro Universitário de Brasília";122;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"275";"Centro Universitário Luterano de Palmas";123;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"276";"Colégio Anglo";147;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"277";"Colégio Cruzeiro";148;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"278";"FAAP - Fundação Armando Álvares Penteado";252;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"279";"FGV - Fundação Getúlio Vargas";264;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"280";"PRRI - Public Research and Regulation Initiative";300;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"281";"Grupo de Trabalho sobre Mudanças Climáticas";316;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"282";"IIN - Instituto Internacional de Neurociências";340;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"283";"Instituto Federal de Educação, Ciência e Tecnologia da Paraíba";372;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"284";"Instituto Federal de Educação, Ciência e Tecnologia de Rondônia";373;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"285";"Instituto Federal de Educação, Ciência e Tecnologia do Acre";374;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"286";"Instituto Federal de Educação, Ciência e Tecnologia do Alagoas";375;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"287";"Instituto Federal de Educação, Ciência e Tecnologia do Espírito Santo";376;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"288";"Instituto Federal de Educação, Ciência e Tecnologia Fluminense";377;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"289";"Instituto Metodista Izabela Hendrix";382;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"290";"Instituto Nacional de Matemática Pura e Aplicada";383;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"291";"Instituto Tereza Valse";387;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"292";"PBMC - Painel Brasileiro de Mudanças Climáticas";513;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"293";"PUC - Rio de Janeiro";533;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"294";"PUC - Rio Grande do Sul";534;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"295";"PUC - São Paulo";535;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"296";"SBPC - Sociedade Brasileira para o Progresso da Ciência";548;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"297";"Sociedade Brasileira de Direito Internacional do Meio Ambiente";576;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"298";"Sociedade Brasileira de Economia Ecológica";577;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"299";"Universidade Católica de Brasília";614;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"300";"Universidade da Mata Atlântica";615;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"301";"Universidade de Brasília";616;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"302";"Universidade de São Paulo";617;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"303";"Universidade de Sussex";618;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"304";"Universidade de Yale";619;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"305";"Universidade do Estado do Amazonas";620;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"306";"Universidade Estadual de Campinas";621;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"307";"Universidade Estadual de Feira de Santana";622;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"308";"Universidade Estadual de Londrina";623;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"309";"Universidade Estadual de Mato Grosso do Sul";624;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"310";"Universidade Estadual do Rio de Janeiro";625;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"311";"Universidade Estadual Paulista";626;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"312";"Universidade Federal da Bahia";627;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"313";"Universidade Federal da Paraíba";628;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"314";"Universidade Federal de Goiás";629;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"315";"Universidade Federal de Itajubá";630;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"316";"Universidade Federal de Mato Grosso";631;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"317";"Universidade Federal de Minas Gerais";632;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"318";"Universidade Federal de Pernambuco";633;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"319";"Universidade Federal de Roraima";634;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"320";"Universidade Federal de Santa Catarina";635;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"321";"Universidade Federal de São Carlos";636;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"322";"Universidade Federal do ABC";637;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"323";"Universidade Federal do Acre";638;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"324";"Universidade Federal do Amapá";639;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"325";"Universidade Federal do Ceará";640;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"326";"Universidade Federal do Espírito Santo";641;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"327";"Universidade Federal do Maranhão";642;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"328";"Universidade Federal do Oeste do Pará";643;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"329";"Universidade Federal do Pará";644;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"330";"Universidade Federal do Paraná";645;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"331";"Universidade Federal do Rio de Janeiro";646;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"332";"Universidade Federal do Rio Grande";647;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"333";"Universidade Federal do Rio Grande do Sul";648;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"334";"Universidade Federal Fluminense";649;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"335";"Universidade Federal Rural da Amazônia";650;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"336";"Universidade Federal Rural do Rio de Janeiro";651;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"337";"Universidade Salgado de Oliveira";652;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"338";"Universidade Salvador";653;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"339";"1ª Igreja Batista de João Pessoa";1;"Igrejas e entidades religiosas";"Outro"
"340";"CNBB - Conferência Nacional dos Bispos do Brasil";136;"Igrejas e entidades religiosas";"Outro"
"341";"Conselho Latino-Americano de Igrejas - Brasil";170;"Igrejas e entidades religiosas";"Outro"
"342";"Jornada da Juventude";401;"Igrejas e entidades religiosas";"Outro"
"343";"LWF - Lutheran World Federation";411;"Igrejas e entidades religiosas";"Outro"
"344";"Assessoria de Imprensa";59;"Jornalistas, assessores de imprensa, jornais ou revistas";"Outro"
"345";"Editora Abril";209;"Jornalistas, assessores de imprensa, jornais ou revistas";"Outro"
"346";"Projeto Bioclimático";530;"Jornalistas, assessores de imprensa, jornais ou revistas";"Outro"
"347";"Revista Pesquisa FAPESP";543;"Jornalistas, assessores de imprensa, jornais ou revistas";"Outro"
"348";"AGU - Advocacia Geral da União";27;"Judiciário, AGU, MP e respectivas associações de classe";"Outro"
"349";"ANPR - Associação Nacional dos Procuradores da República";43;"Judiciário, AGU, MP e respectivas associações de classe";"Outro"
"350";"Associação Nacional de Membros do Ministério Público";64;"Judiciário, AGU, MP e respectivas associações de classe";"Outro"
"351";"Defensoria Pública da União";195;"Judiciário, AGU, MP e respectivas associações de classe";"Outro"
"352";"Ministério Público";449;"Judiciário, AGU, MP e respectivas associações de classe";"Outro"
"353";"Ministério Público Federal";450;"Judiciário, AGU, MP e respectivas associações de classe";"Outro"
"354";"STF - Supremo Tribunal Federal";584;"Judiciário, AGU, MP e respectivas associações de classe";"Outro"
"355";"STJ - Superior Tribunal de Justiça";585;"Judiciário, AGU, MP e respectivas associações de classe";"Outro"
"356";"TRF - Tribunal Regional Federal";601;"Judiciário, AGU, MP e respectivas associações de classe";"Outro"
"357";"Banco Mundial";74;"Organismos internacionais";"Outro"
"358";"Governo de Serra Leoa";309;"Organismos internacionais";"Outro"
"359";"Steering Committee for the 4th IMO GHG Study";583;"Organismos internacionais";"Outro"
"360";"Tribunal Permanente de Arbitragem";602;"Organismos internacionais";"Outro"
"361";"UNFCCC Consultative Group of Experts";607;"Organismos internacionais";"Outro"
"362";"United Nations Sustainable Development Solutions Network";613;"Organismos internacionais";"Outro"
"363";"Marketing";417;"Outro";"Outro"
"364";"Sem organização";566;"Outro";"Outro"
"365";"Youth Blast - Conferência Internacional de Jovens para a Rio+20";672;"Outro";"Outro"
"366";"Fundação Maurício Grabois";299;"Partidos políticos e fundações partidárias";"Outro"
"367";"Green European Institute AISBL";312;"Partidos políticos e fundações partidárias";"Outro"
"368";"Heinrich Böll Stiftung";319;"Partidos políticos e fundações partidárias";"Outro"
"369";"Instituto Lula";380;"Partidos políticos e fundações partidárias";"Outro"
"370";"Instituto Marina Silva";381;"Partidos políticos e fundações partidárias";"Outro"
"371";"Partido Verde";511;"Partidos políticos e fundações partidárias";"Outro"
"372";"PMDB";520;"Partidos políticos e fundações partidárias";"Outro"
"373";"Archipelago Engenharia Ambiental";56;"Profissionais liberais, escritórios e respectivos conselhos profissionais";"Outro"
"374";"Arquiteto";58;"Profissionais liberais, escritórios e respectivos conselhos profissionais";"Outro"
"375";"Barbosa, Mussnich & Aragão Advogados";76;"Profissionais liberais, escritórios e respectivos conselhos profissionais";"Outro"
"376";"Barros Carvalho Advogados";77;"Profissionais liberais, escritórios e respectivos conselhos profissionais";"Outro"
"377";"CFMV - Conselho Federal de Medicina Veterinária";127;"Profissionais liberais, escritórios e respectivos conselhos profissionais";"Outro"
"378";"CONFEA - Conselho Federal de Engenharia, Arquitetura e Agronomia";162;"Profissionais liberais, escritórios e respectivos conselhos profissionais";"Outro"
"379";"CREA-MG";182;"Profissionais liberais, escritórios e respectivos conselhos profissionais";"Outro"
"380";"Damenanni Advogados";190;"Profissionais liberais, escritórios e respectivos conselhos profissionais";"Outro"
"381";"De Rosa, Siqueira, Almeida, Barros Barreto e Advogados Associados";191;"Profissionais liberais, escritórios e respectivos conselhos profissionais";"Outro"
"382";"De Rosa, Siqueira, Almeida, Mello, Barros Barreto e Advogados Associados";192;"Profissionais liberais, escritórios e respectivos conselhos profissionais";"Outro"
"383";"Emerenciano, Baggio e Advogados Associados";216;"Profissionais liberais, escritórios e respectivos conselhos profissionais";"Outro"
"384";"Estado de Sítio Paisagismo";233;"Profissionais liberais, escritórios e respectivos conselhos profissionais";"Outro"
"385";"Hlavnicka, Araújo e Opic Advogados";322;"Profissionais liberais, escritórios e respectivos conselhos profissionais";"Outro"
"386";"Menezes, Lopes Dessimoni e Abreu Advogados";418;"Profissionais liberais, escritórios e respectivos conselhos profissionais";"Outro"
"387";"OAB - Ordem dos Advogados do Brasil";502;"Profissionais liberais, escritórios e respectivos conselhos profissionais";"Outro"
"388";"Pinheiro Pedro Advogados";518;"Profissionais liberais, escritórios e respectivos conselhos profissionais";"Outro"
"389";"PLKC Advogados";519;"Profissionais liberais, escritórios e respectivos conselhos profissionais";"Outro"
"390";"Siqueira Castro Advogados";575;"Profissionais liberais, escritórios e respectivos conselhos profissionais";"Outro"
"391";"Tozzini, Freire, Teixeira e Silva Advogados";599;"Profissionais liberais, escritórios e respectivos conselhos profissionais";"Outro"
"392";"BCSE - Business Council for Sustainable Energy";78;"Câmaras de Comércio e associações empresariais voltadas para temas específicos (não setoriais ou sindicais)";"Setor empresarial"
"393";"Câmara de Comércio e Indústria Japonesa do Brasil";99;"Câmaras de Comércio e associações empresariais voltadas para temas específicos (não setoriais ou sindicais)";"Setor empresarial"
"394";"Câmara do Comércio e Indústria Brasil-Japão do Paraná";100;"Câmaras de Comércio e associações empresariais voltadas para temas específicos (não setoriais ou sindicais)";"Setor empresarial"
"395";"CBCS - Conselho Brasileiro de Construção Sustentável";110;"Câmaras de Comércio e associações empresariais voltadas para temas específicos (não setoriais ou sindicais)";"Setor empresarial"
"396";"CCI - Câmara de Comércio Internacional";113;"Câmaras de Comércio e associações empresariais voltadas para temas específicos (não setoriais ou sindicais)";"Setor empresarial"
"397";"CEBDS - Conselho Empresarial Brasileiro para o Desenvolvimento Sustentável";118;"Câmaras de Comércio e associações empresariais voltadas para temas específicos (não setoriais ou sindicais)";"Setor empresarial"
"398";"CEMPRE - Compromisso Empresarial para Reciclagem";120;"Câmaras de Comércio e associações empresariais voltadas para temas específicos (não setoriais ou sindicais)";"Setor empresarial"
"399";"Conselho Consultivo Superior das Entidades Empresariais";168;"Câmaras de Comércio e associações empresariais voltadas para temas específicos (não setoriais ou sindicais)";"Setor empresarial"
"400";"FMASE - Fórum de Meio Ambiente e Sustentabilidade do Setor Elétrico";275;"Câmaras de Comércio e associações empresariais voltadas para temas específicos (não setoriais ou sindicais)";"Setor empresarial"
"401";"GIFE - Grupo de Institutos, Fundações e Empresas";306;"Câmaras de Comércio e associações empresariais voltadas para temas específicos (não setoriais ou sindicais)";"Setor empresarial"
"402";"GTPS - Grupo de Trabalho da Pecuária Sustentável";318;"Câmaras de Comércio e associações empresariais voltadas para temas específicos (não setoriais ou sindicais)";"Setor empresarial"
"403";"WBCSD - World Business Council for Sustainable Development";665;"Câmaras de Comércio e associações empresariais voltadas para temas específicos (não setoriais ou sindicais)";"Setor empresarial"
"404";"ABCE - Associação Brasileira de Companhias de Energia Elétrica";2;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"405";"ABEMC - Associação Brasileira das Empresas do Mercado de Carbono";5;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"406";"ABIEC - Associação Brasileira das Indústrias Exportadoras de Carnes";7;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"407";"ABINEE - Associação Brasileira da Indústria Elétrica e Eletrônica";9;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"408";"ABIOVE - Associação Brasileira das Indústrias de Óleos Vegetais";10;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
