org_limpo;id_org_unica;tipo_org;tipo_org_reduzido
Município de Macapá;474;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Município de Maceió;475;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Município de Manaus;476;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Município de Marechal Thaumaturgo;477;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Município de Natal;478;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Município de Nova Iguacu;479;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Município de Palmas;480;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Município de Paragominas;481;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Município de Porto Alegre;482;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Município de Porto Velho;483;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Município de Rio de Janeiro;484;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Município de Salvador;485;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Município de Santa Terezinha de Goiás;486;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Município de Sâo Bento do Uno;487;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Município de São Luís;488;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Município de São Paulo;489;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Município de Vitória;490;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Município de Vitória do Jari;491;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Município do Recife;492;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Município do Rio de Janeiro;493;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
SANESP - Companhia Metropolitana de Saneamento de São Paulo;547;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Câmara dos Deputados;101;Legislativo federal;Legislativo federal
Congresso Nacional;164;Legislativo federal;Legislativo federal
Senado Federal;568;Legislativo federal;Legislativo federal
TCU - Tribunal de Contas da União;594;Legislativo federal;Legislativo federal
Comam-Cominicao Ambiental;149;Ainda não identificado;Não identificado
Fórum Permanente de Sustentabilidade de Amazônia;280;Ainda não identificado;Não identificado
Mining Museum;420;Ainda não identificado;Não identificado
TCBR;593;Ainda não identificado;Não identificado
Organização não identificada;508;Sem informação na lista;Não identificado
Sem informação;565;Sem informação na lista;Não identificado
CBPF - Centro Brasileiro de Pesquisas Físicas;111;Laboratórios, centros e institutos de pesquisa vinculados ao MCT;Órgãos de ensino e pesquisa
CETEM - Centro de Tecnologia Mineral;125;Laboratórios, centros e institutos de pesquisa vinculados ao MCT;Órgãos de ensino e pesquisa
CETENE - Centro de Tecnologias Estratégicas do Nordeste;126;Laboratórios, centros e institutos de pesquisa vinculados ao MCT;Órgãos de ensino e pesquisa
CGEE - Centro de Gestão e Estudos Estratégicos;128;Laboratórios, centros e institutos de pesquisa vinculados ao MCT;Órgãos de ensino e pesquisa
CNPEM - Centro Nacional de Pesquisa em Energia e Materiais;141;Laboratórios, centros e institutos de pesquisa vinculados ao MCT;Órgãos de ensino e pesquisa
CTI - Centro de Tecnologia da Informação;185;Laboratórios, centros e institutos de pesquisa vinculados ao MCT;Órgãos de ensino e pesquisa
INPA -  Instituto Nacional de Pesquisas da Amazônia;351;Laboratórios, centros e institutos de pesquisa vinculados ao MCT;Órgãos de ensino e pesquisa
INPE - Instituto Nacional de Pesquisas Espaciais;352;Laboratórios, centros e institutos de pesquisa vinculados ao MCT;Órgãos de ensino e pesquisa
INSA - Instituto Nacional do Semi-Árido;355;Laboratórios, centros e institutos de pesquisa vinculados ao MCT;Órgãos de ensino e pesquisa
INT - Instituto Nacional de Tecnologia;389;Laboratórios, centros e institutos de pesquisa vinculados ao MCT;Órgãos de ensino e pesquisa
LNA - Laboratório Nacional de Astrofísica;408;Laboratórios, centros e institutos de pesquisa vinculados ao MCT;Órgãos de ensino e pesquisa
LNCC- Laboratório Nacional de Computação Científica;409;Laboratórios, centros e institutos de pesquisa vinculados ao MCT;Órgãos de ensino e pesquisa
LNNano - Laboratório Nacional de Nanotecnologia;410;Laboratórios, centros e institutos de pesquisa vinculados ao MCT;Órgãos de ensino e pesquisa
Museu de Astronomia e Ciências Afins;494;Laboratórios, centros e institutos de pesquisa vinculados ao MCT;Órgãos de ensino e pesquisa
Museu Paraense Emílio Goeldi;495;Laboratórios, centros e institutos de pesquisa vinculados ao MCT;Órgãos de ensino e pesquisa
Observatório Nacional do Rio de Janeiro;505;Laboratórios, centros e institutos de pesquisa vinculados ao MCT;Órgãos de ensino e pesquisa
Rede Nacional de Ensino e Pesquisa;539;Laboratórios, centros e institutos de pesquisa vinculados ao MCT;Órgãos de ensino e pesquisa
Sebrae;550;Sistema S;Órgãos de ensino e pesquisa
Senac;567;Sistema S;Órgãos de ensino e pesquisa
SENAR - Serviço Nacional de Aprendizagem Rural;569;Sistema S;Órgãos de ensino e pesquisa
SESCOOP - Serviço Nacional de Aprendizagem do Cooperativismo;571;Sistema S;Órgãos de ensino e pesquisa
Academia Brasileira de Ciências;18;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Aluno do sistema municipal de educação;30;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
ANUT - Asociación Nacional de Universidades Tecnológicas;47;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
CEBRAP - Centro Brasileiro de Análise e Planejamento;119;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Centro Clima;121;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Centro Universitário de Brasília;122;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Centro Universitário Luterano de Palmas;123;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Colégio Anglo;147;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Colégio Cruzeiro;148;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
FAAP - Fundação Armando Álvares Penteado;252;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
FGV - Fundação Getúlio Vargas;264;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
PRRI - Public Research and Regulation Initiative;300;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Grupo de Trabalho sobre Mudanças Climáticas;316;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
IIN - Instituto Internacional de Neurociências;340;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Instituto Federal de Educação, Ciência e Tecnologia da Paraíba;372;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Instituto Federal de Educação, Ciência e Tecnologia de Rondônia;373;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Instituto Federal de Educação, Ciência e Tecnologia do Acre;374;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Instituto Federal de Educação, Ciência e Tecnologia do Alagoas;375;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Instituto Federal de Educação, Ciência e Tecnologia do Espírito Santo;376;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Instituto Federal de Educação, Ciência e Tecnologia Fluminense;377;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Instituto Metodista Izabela Hendrix;382;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Instituto Nacional de Matemática Pura e Aplicada;383;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Instituto Tereza Valse;387;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
PBMC - Painel Brasileiro de Mudanças Climáticas;513;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
PUC - Rio de Janeiro;533;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
PUC - Rio Grande do Sul;534;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
PUC - São Paulo;535;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
SBPC - Sociedade Brasileira para o Progresso da Ciência;548;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Sociedade Brasileira de Direito Internacional do Meio Ambiente;576;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Sociedade Brasileira de Economia Ecológica;577;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Católica de Brasília;614;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade da Mata Atlântica;615;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade de Brasília;616;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade de São Paulo;617;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade de Sussex;618;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade de Yale;619;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade do Estado do Amazonas;620;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Estadual de Campinas;621;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Estadual de Feira de Santana;622;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Estadual de Londrina;623;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Estadual de Mato Grosso do Sul;624;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Estadual do Rio de Janeiro;625;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Estadual Paulista;626;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Federal da Bahia;627;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Federal da Paraíba;628;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Federal de Goiás;629;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Federal de Itajubá;630;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Federal de Mato Grosso;631;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Federal de Minas Gerais;632;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Federal de Pernambuco;633;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Federal de Roraima;634;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Federal de Santa Catarina;635;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Federal de São Carlos;636;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Federal do ABC;637;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Federal do Acre;638;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Federal do Amapá;639;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Federal do Ceará;640;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Federal do Espírito Santo;641;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Federal do Maranhão;642;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Federal do Oeste do Pará;643;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Federal do Pará;644;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Federal do Paraná;645;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Federal do Rio de Janeiro;646;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Federal do Rio Grande;647;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Federal do Rio Grande do Sul;648;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Federal Fluminense;649;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Federal Rural da Amazônia;650;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Federal Rural do Rio de Janeiro;651;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Salgado de Oliveira;652;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Salvador;653;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
1ª Igreja Batista de João Pessoa;1;Igrejas e entidades religiosas;Outro
CNBB - Conferência Nacional dos Bispos do Brasil;136;Igrejas e entidades religiosas;Outro
Conselho Latino-Americano de Igrejas - Brasil;170;Igrejas e entidades religiosas;Outro
Jornada da Juventude;401;Igrejas e entidades religiosas;Outro
LWF - Lutheran World Federation;411;Igrejas e entidades religiosas;Outro
Assessoria de Imprensa;59;Jornalistas, assessores de imprensa, jornais ou revistas;Outro
Editora Abril;209;Jornalistas, assessores de imprensa, jornais ou revistas;Outro
Projeto Bioclimático;530;Jornalistas, assessores de imprensa, jornais ou revistas;Outro
Revista Pesquisa FAPESP;543;Jornalistas, assessores de imprensa, jornais ou revistas;Outro
AGU - Advocacia Geral da União;27;Judiciário, AGU, MP e respectivas associações de classe;Outro
ANPR - Associação Nacional dos Procuradores da República;43;Judiciário, AGU, MP e respectivas associações de classe;Outro
Associação Nacional de Membros do Ministério Público;64;Judiciário, AGU, MP e respectivas associações de classe;Outro
Defensoria Pública da União;195;Judiciário, AGU, MP e respectivas associações de classe;Outro
Ministério Público;449;Judiciário, AGU, MP e respectivas associações de classe;Outro
Ministério Público Federal;450;Judiciário, AGU, MP e respectivas associações de classe;Outro
STF - Supremo Tribunal Federal;584;Judiciário, AGU, MP e respectivas associações de classe;Outro
STJ - Superior Tribunal de Justiça;585;Judiciário, AGU, MP e respectivas associações de classe;Outro
TRF - Tribunal Regional Federal;601;Judiciário, AGU, MP e respectivas associações de classe;Outro
Banco Mundial;74;Organismos internacionais;Outro
Governo de Serra Leoa;309;Organismos internacionais;Outro
Steering Committee for the 4th IMO GHG Study;583;Organismos internacionais;Outro
Tribunal Permanente de Arbitragem;602;Organismos internacionais;Outro
UNFCCC Consultative Group of Experts;607;Organismos internacionais;Outro
United Nations Sustainable Development Solutions Network;613;Organismos internacionais;Outro
Marketing;417;Outro;Outro
Sem organização;566;Outro;Outro
Youth Blast - Conferência Internacional de Jovens para a Rio+20;672;Outro;Outro
Fundação Maurício Grabois;299;Partidos políticos e fundações partidárias;Outro
Green European Institute AISBL;312;Partidos políticos e fundações partidárias;Outro
Heinrich Böll Stiftung;319;Partidos políticos e fundações partidárias;Outro
Instituto Lula;380;Partidos políticos e fundações partidárias;Outro
Instituto Marina Silva;381;Partidos políticos e fundações partidárias;Outro
Partido Verde;511;Partidos políticos e fundações partidárias;Outro
PMDB;520;Partidos políticos e fundações partidárias;Outro
Archipelago Engenharia Ambiental;56;Profissionais liberais, escritórios e respectivos conselhos profissionais;Outro
Arquiteto;58;Profissionais liberais, escritórios e respectivos conselhos profissionais;Outro
Barbosa, Mussnich & Aragão Advogados;76;Profissionais liberais, escritórios e respectivos conselhos profissionais;Outro
Barros Carvalho Advogados;77;Profissionais liberais, escritórios e respectivos conselhos profissionais;Outro
CFMV - Conselho Federal de Medicina Veterinária;127;Profissionais liberais, escritórios e respectivos conselhos profissionais;Outro
CONFEA - Conselho Federal de Engenharia, Arquitetura e Agronomia;162;Profissionais liberais, escritórios e respectivos conselhos profissionais;Outro
CREA-MG;182;Profissionais liberais, escritórios e respectivos conselhos profissionais;Outro
Damenanni Advogados;190;Profissionais liberais, escritórios e respectivos conselhos profissionais;Outro
De Rosa, Siqueira, Almeida, Barros Barreto e Advogados Associados;191;Profissionais liberais, escritórios e respectivos conselhos profissionais;Outro
De Rosa, Siqueira, Almeida, Mello, Barros Barreto e Advogados Associados;192;Profissionais liberais, escritórios e respectivos conselhos profissionais;Outro
Emerenciano, Baggio e Advogados Associados;216;Profissionais liberais, escritórios e respectivos conselhos profissionais;Outro
Estado de Sítio Paisagismo;233;Profissionais liberais, escritórios e respectivos conselhos profissionais;Outro
Hlavnicka, Araújo e Opic Advogados;322;Profissionais liberais, escritórios e respectivos conselhos profissionais;Outro
Menezes, Lopes Dessimoni e Abreu Advogados;418;Profissionais liberais, escritórios e respectivos conselhos profissionais;Outro
OAB - Ordem dos Advogados do Brasil;502;Profissionais liberais, escritórios e respectivos conselhos profissionais;Outro
Pinheiro Pedro Advogados;518;Profissionais liberais, escritórios e respectivos conselhos profissionais;Outro
PLKC Advogados;519;Profissionais liberais, escritórios e respectivos conselhos profissionais;Outro
Siqueira Castro Advogados;575;Profissionais liberais, escritórios e respectivos conselhos profissionais;Outro
Tozzini, Freire, Teixeira e Silva Advogados;599;Profissionais liberais, escritórios e respectivos conselhos profissionais;Outro
BCSE - Business Council for Sustainable Energy;78;Câmaras de Comércio e associações empresariais voltadas para temas específicos (não setoriais ou sindicais);Setor empresarial
Câmara de Comércio e Indústria Japonesa do Brasil;99;Câmaras de Comércio e associações empresariais voltadas para temas específicos (não setoriais ou sindicais);Setor empresarial
Câmara do Comércio e Indústria Brasil-Japão do Paraná;100;Câmaras de Comércio e associações empresariais voltadas para temas específicos (não setoriais ou sindicais);Setor empresarial
CBCS - Conselho Brasileiro de Construção Sustentável;110;Câmaras de Comércio e associações empresariais voltadas para temas específicos (não setoriais ou sindicais);Setor empresarial
CCI - Câmara de Comércio Internacional;113;Câmaras de Comércio e associações empresariais voltadas para temas específicos (não setoriais ou sindicais);Setor empresarial
CEBDS - Conselho Empresarial Brasileiro para o Desenvolvimento Sustentável;118;Câmaras de Comércio e associações empresariais voltadas para temas específicos (não setoriais ou sindicais);Setor empresarial
CEMPRE - Compromisso Empresarial para Reciclagem;120;Câmaras de Comércio e associações empresariais voltadas para temas específicos (não setoriais ou sindicais);Setor empresarial
Conselho Consultivo Superior das Entidades Empresariais;168;Câmaras de Comércio e associações empresariais voltadas para temas específicos (não setoriais ou sindicais);Setor empresarial
FMASE - Fórum de Meio Ambiente e Sustentabilidade do Setor Elétrico;275;Câmaras de Comércio e associações empresariais voltadas para temas específicos (não setoriais ou sindicais);Setor empresarial
GIFE - Grupo de Institutos, Fundações e Empresas;306;Câmaras de Comércio e associações empresariais voltadas para temas específicos (não setoriais ou sindicais);Setor empresarial
GTPS - Grupo de Trabalho da Pecuária Sustentável;318;Câmaras de Comércio e associações empresariais voltadas para temas específicos (não setoriais ou sindicais);Setor empresarial
WBCSD - World Business Council for Sustainable Development;665;Câmaras de Comércio e associações empresariais voltadas para temas específicos (não setoriais ou sindicais);Setor empresarial
ABCE - Associação Brasileira de Companhias de Energia Elétrica;2;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
ABEMC - Associação Brasileira das Empresas do Mercado de Carbono;5;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
ABIEC - Associação Brasileira das Indústrias Exportadoras de Carnes;7;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
ABINEE - Associação Brasileira da Indústria Elétrica e Eletrônica;9;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
ABIOVE - Associação Brasileira das Indústrias de Óleos Vegetais;10;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
ABIQUIM - Associação Brasileira da Indústria Química;11;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
ABPMEX - Associação Brasileira de Produtores e Exportadores de Madeiras;14;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
ABRACE - Associação Brasileira de Grandes Consumidores Industriais de Energia;15;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
ABRAF - Associação Brasileira dos Produtores de Florestas Plantadas;16;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
ACRIMAT - Associação dos Criadores de Mato Grosso;20;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Açucareira Vale do Rosário;22;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
AEB - Associação de Comércio Exterior do Brasil;24;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
AES Tietê;25;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
AIMEX - Associação das Indústrias Exportadoras de Madeiras do Estado do Pará;29;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Ambiente Gestão em Sustentabilidade Ltda;32;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Anima Convivência Produtiva;41;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
APROSOJA/MT - Associação de Produtores de Soja de Mato Grosso;52;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Aracruz Celulose S.A.;53;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
ArborGen;54;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Arcelor Mittal;55;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Associação Comercial de Minas Gerais;62;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Banco Bradesco;68;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Banco Itaú;73;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Banco Santander;75;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Belgo Siderurgia S.A.;79;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Biofílica Investimentos Ambientais;80;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Biofinance;81;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Biology Advance Center;82;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Bloomberg;83;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
BM&F BOVESPA - Bolsa de Valores, Mercadorias e Futuros;84;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
BMW Brasil;85;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
BRACELPA - Associação Brasileira de Celulose e Papel;88;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Brasil Ecodiesel;90;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Braskem;92;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
BRF - Brasil Foods;93;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
BVRio - Bolsa Verde do Rio de Janeiro;94;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
C.M. Consult Ltda;95;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Camargo Corrêa;102;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Carbono Social Serviços Ambientais;104;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Case New Holland Latin America;108;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Climate Link Limited;132;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
CNA - Confederação Nacional da Agricultura e Pecuária;135;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
CNI - Confederação Nacional da Indústria;138;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
CO2e.com;143;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Coca-Cola;144;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Companhia Vale do Rio Doce;155;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Confederation of International Industries;163;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Copersucar;178;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
CPFL Energia;180;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
CTC - Centro de Tecnologia Canavieira;184;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
C-trade Carbon Market Trading;186;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Destilaria Sérgio Pataro;197;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
EcoEnergy Brasil;204;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Ecofrotas;205;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Ecoinvest;206;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
EcoMapuá Conservação Ltda.;207;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
EcoSecurities;208;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
EDP - Energias do Brasil S.A.;210;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
EDP - Energias do Brasil S.A.;210;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Embraer;213;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Empresa;217;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Enerbio Consulting;219;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
ERM Consulting Services;221;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Fabercastell;253;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Fábrica Éthica Brazil;254;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
FAERN - Federação da Agricultura, Pecuária e Pesca do Estado do Rio Grande do Norte;255;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
