org_sujo;org_detalhe_sujo;id_org_dupla;org_limpo;org_detalhe_limpo;id_org_unica
Environmental Forum of the Brazilian Electricity Sector;Climate Policy;2262;FMASE - Fórum de Meio Ambiente e Sustentabilidade do Setor Elétrico;;275
Environmental Institutions Association;NA;812;ABEMA - Associação Brasileira de Entidades Estaduais de Meio Ambiente;;4
Environmental Interdisciplinary Laboratory, Rio de Janeiro;NA;2008;Universidade Federal do Rio de Janeiro;;646
Environmental Minicipal Institutions Association;NA;984;ANAMMA - Associação Nacional de Órgãos Municipais de Meio Ambiente;;36
Environmental Ministry;NA;1393;Ministério do Meio Ambiente;;442
Environmental Municipal Institutions Association;NA;1046;ANAMMA - Associação Nacional de Órgãos Municipais de Meio Ambiente;;36
ERM Consulting Services;NA;1714;ERM Consulting Services;;221
Estado de Alagoas;NA;1279;Estado de Alagoas;;224
Estado de Pernambuco;Secretaria de Ciência, Tecnologia e Meio Ambiente;1274;Estado de Pernambuco;;228
Estado de Pernambuco;Secretaria de Planejamento e Desenvolvimento Social;1275;Estado de Pernambuco;;228
Estado de Pernambuco;Secretário de Desenvolvimento Econômico, Turismo e Esporte;1276;Estado de Pernambuco;;228
Estado de Pernambuco;Secretaria de Recursos Hídricos;1278;Estado de Pernambuco;;228
Estado de Sítio Paisagismo;NA;2092;Estado de Sítio Paisagismo;;233
Ethics and Responsabilities International Programme;NA;860;Programa Internacional Ética e Responsabilidades;;529
Ethos;NA;880;Instituto Ethos;;370
Ethos Institute;NA;1105;Instituto Ethos;;370
Ethos Institute;Executive board;1166;Instituto Ethos;;370
EUBRA;NA;1952;EUBRA - Conselho Euro-Brasileiro de Desenvolvimento Sustentável;;251
Euro-Brazilian Council for Sustainable Development;NA;2125;EUBRA - Conselho Euro-Brasileiro de Desenvolvimento Sustentável;;251
Evandro Chagas Institute;Environmental Section;1329;Instituto Evandro Chagas;;371
Fabercastell;Marketing Services;744;Fabercastell;;253
Fabercastell;Timber Division;865;Fabercastell;;253
Fábrica Éthica Brazil;NA;1615;Fábrica Éthica Brazil;;254
FAPESC;NA;1989;FAPESC;;256
FAPESC;EPAGRI;1992;FAPESC;;256
FASE;NA;2072;FASE - Federação de Órgãos para Assistência Social e Educacional;;257
Favelas Centre;NA;682;CUFA - Central Única das Favelas;;187
FBOMS;NA;1709;FBOMS - Fórum Brasileiro de ONGs e Movimentos Sociais para o Meio Ambiente e o Desenvolvimento;;261
Federação das Indústrias do Estado de Minas Gerais (FIEMG);SAMARCO MINERACAO S/A;1822;FIEMG - Federação das Indústrias do Estado de Minas Gerais;;266
Federação das Indústrias do Estado de Minas Gerais (FIEMG);Arcelor Mittal Belgo;1824;FIEMG - Federação das Indústrias do Estado de Minas Gerais;;266
Federação das Indústrias no Estado de Mato Grosso (FIEMT);NA;1791;FIEMT - Federação das Indústrias do Estado de Mato Grosso;;267
Federação de Bandeirantes do Brasil;Educational Program and Development;2319;Federação de Bandeirantes do Brasil;;262
Federação de Órgãos para Assistência Social e Educacional;NA;878;FASE - Federação de Órgãos para Assistência Social e Educacional;;257
Federal Attorney General;NA;392;AGU - Advocacia Geral da União;;27
Federal Council for Veterinary Medicine;National Commission for Environmental Health;475;CFMV - Conselho Federal de Medicina Veterinária;;127
Federal Council for Veterinary Medicine;State Commission for Environmental Health;542;CFMV - Conselho Federal de Medicina Veterinária;;127
Federal Council of Engineering and Agronomy;NA;492;CONFEA - Conselho Federal de Engenharia, Arquitetura e Agronomia;;162
Federal Council of Engineering and Agronomy;President's chamber;497;CONFEA - Conselho Federal de Engenharia, Arquitetura e Agronomia;;162
Federal Council of Engineering and Agronomy;Committee on Ethics and Professional Practice;2380;CONFEA - Conselho Federal de Engenharia, Arquitetura e Agronomia;;162
Federal Council of Engineering Architecture and Agronomy;NA;901;CONFEA - Conselho Federal de Engenharia, Arquitetura e Agronomia;;162
Federal Council of Engineering, Architecture and Agronomy;NA;855;CONFEA - Conselho Federal de Engenharia, Arquitetura e Agronomia;;162
Federal Council of Engineering, Architecture and Agronomy;National Engineers Chamber;913;CONFEA - Conselho Federal de Engenharia, Arquitetura e Agronomia;;162
Federal Council of Engineering, Architeture and Agronomy;NA;839;CONFEA - Conselho Federal de Engenharia, Arquitetura e Agronomia;;162
Federal Counsel-General;NA;703;AGU - Advocacia Geral da União;;27
Federal Counsel-General, AGU;NA;1249;AGU - Advocacia Geral da União;;27
Federal Court of Audit (TCU);NA;2505;TCU - Tribunal de Contas da União;;594
Federal Institute of Educaticon Science and Technology of Rondônia;NA;623;Instituto Federal de Educação, Ciência e Tecnologia de Rondônia;;373
Federal Institute of Education Science and Technology of Acre;Technology;923;Instituto Federal de Educação, Ciência e Tecnologia do Acre;;374
Federal Institute of Education Science and Technology of Acre;NA;986;Instituto Federal de Educação, Ciência e Tecnologia do Acre;;374
Federal Institute of Education Science and Technology of Alagoas;NA;1109;Instituto Federal de Educação, Ciência e Tecnologia do Alagoas;;375
Federal Institute of Education Science and Technology of Espírito;NA;606;Instituto Federal de Educação, Ciência e Tecnologia do Espírito Santo;;376
Federal Institute of Education Science and Technology of Espírito Santo;NA;936;Instituto Federal de Educação, Ciência e Tecnologia do Espírito Santo;;376
Federal Institute of Education Science and Technology of Paraiba;NA;1199;Instituto Federal de Educação, Ciência e Tecnologia da Paraíba;;372
Federal Police Department;Environmental Crimes Division;1754;Polícia Federal;;521
Federal Public Ministry;NA;596;Ministério Público Federal;;450
Federal Public Ministry;Federal Public Ministry;622;Ministério Público Federal;;450
Federal Public Ministry;Prosecutors Office;1092;Ministério Público Federal;;450
Federal Public Ministry;Prosecutor's Office;1159;Ministério Público Federal;;450
Federal Regional Court;NA;2504;TRF - Tribunal Regional Federal;;601
Federal Republic Ministry;NA;1035;Ministério Público Federal;;450
Federal Senate;NA;390;Senado Federal;;568
Federal Senate;Communications;775;Senado Federal;;568
Federal Senate;Senate Presidency;940;Senado Federal;;568
Federal University of ABC São Paulo;NA;1164;Universidade Federal do ABC;;637
Federal University of Acre;NA;2216;Universidade Federal do Acre;;638
Federal university of Amapa;NA;612;Universidade Federal do Amapá;;639
Federal University of Amapá;NA;405;Universidade Federal do Amapá;;639
Federal University of Bahia;NA;603;Universidade Federal da Bahia;;627
Federal University of Bahia;Graduate Program in Management;2313;Universidade Federal da Bahia;;627
Federal University of Ceará;NA;870;Universidade Federal do Ceará;;640
Federal University of Espírito Santo;NA;1044;Universidade Federal do Espírito Santo;;641
Federal University of Fluminense;NA;1920;Universidade Federal Fluminense;;649
Federal University of Goias;NA;1113;Universidade Federal de Goiás;;629
Federal University of Goiás;NA;947;Universidade Federal de Goiás;;629
Federal University of Maranhão;NA;1090;Universidade Federal do Maranhão;;642
Federal University of Mato Grosso;NA;1133;Universidade Federal de Mato Grosso;;631
Federal University of Minas Gerais;NA;749;Universidade Federal de Minas Gerais;;632
Federal University of Minas Gerais;Informatics Policies;1240;Universidade Federal de Minas Gerais;;632
Federal University of Pará;NA;1042;Universidade Federal do Pará;;644
Federal University of Paraíba;NA;1123;Universidade Federal da Paraíba;;628
Federal University of Pernambuco;NA;952;Universidade Federal de Pernambuco;;633
Federal University of Rio de;NA;2153;Universidade Federal do Rio de Janeiro;;646
Federal University of Rio de Janeiro;NA;629;Universidade Federal do Rio de Janeiro;;646
Federal university of Rio de Janeiro;NA;729;Universidade Federal do Rio de Janeiro;;646
Federal University of Rio de Janeiro;COPPE;1447;Universidade Federal do Rio de Janeiro;;646
Federal University of Rio de Janeiro;Transport Programme;1517;Universidade Federal do Rio de Janeiro;;646
Federal University of Rio de Janeiro;COPPE, International Virtual Institute on Climate Change;1545;Universidade Federal do Rio de Janeiro;;646
Federal University of Rio de Janeiro;COPPE, Energy Planning Program;1598;Universidade Federal do Rio de Janeiro;;646
Federal University of Rio de Janeiro;Project Development;1612;Universidade Federal do Rio de Janeiro;;646
Federal University of Rio de Janeiro;COPPE, Transport Engineering;1646;Universidade Federal do Rio de Janeiro;;646
Federal University of Rio de Janeiro;Centro Clima;1678;Universidade Federal do Rio de Janeiro;;646
Federal University of Rio de Janeiro;Programa de Pós-Graduação em Ciências Sociais em Desenvolvimento, Agricultura e Sociedade;2415;Universidade Federal do Rio de Janeiro;;646
Federal University of Rio Grande do Sul;NA;1235;Universidade Federal do Rio Grande do Sul;;648
Federal University of Roraima;NA;1002;Universidade Federal de Roraima;;634
Federal University of Santa Catarina;Secretariat for Technological Development and Innovation;415;Universidade Federal de Santa Catarina;;635
Federal University of Santa Catarina;NA;625;Universidade Federal de Santa Catarina;;635
Federal University of São Carlos;NA;810;Universidade Federal de São Carlos;;636
Federal University of the State of Ceara;NA;1295;Universidade Federal do Ceará;;640
Federal University of the West of Pará;NA;919;Universidade Federal do Oeste do Pará;;643
Federation of Agriculture of;NA;2035;FAERN - Federação da Agricultura, Pecuária e Pesca do Estado do Rio Grande do Norte;;255
Federation of Industries of;NA;2154;FIESP - Federação das Indústrias do Estado de São Paulo;;268
Federation of Industries of;International Negotiations;2271;FIESP - Federação das Indústrias do Estado de São Paulo;;268
Federation of Industries of Minas Gerais;NA;1882;FIEMG - Federação das Indústrias do Estado de Minas Gerais;;266
Federation of Industries of the State of Minas Gerais;NA;2159;FIEMG - Federação das Indústrias do Estado de Minas Gerais;;266
Federation of Industries of the State of Sao Paulo;NA;1937;FIESP - Federação das Indústrias do Estado de São Paulo;;268
Federation of Industries of the State of Sao Paulo;External Relations;1938;FIESP - Federação das Indústrias do Estado de São Paulo;;268
Federation of Industries of the State of São Paulo;NA;2144;FIESP - Federação das Indústrias do Estado de São Paulo;;268
Federation of Industries of the State of São Paulo;Corporate Communications;2170;FIESP - Federação das Indústrias do Estado de São Paulo;;268
Federation of Industries of the State of São Paulo;Environment Department;2172;FIESP - Federação das Indústrias do Estado de São Paulo;;268
Federation of Industries of the State of São Paulo;Department of Infrastructure;2202;FIESP - Federação das Indústrias do Estado de São Paulo;;268
Federation of Industries of the State of São Paulo;Environment Specialist;2218;FIESP - Federação das Indústrias do Estado de São Paulo;;268
Federation of Industries of the State of São Paulo;Environment and Agribusiness;2247;FIESP - Federação das Indústrias do Estado de São Paulo;;268
Federation of Industries of the State of São Paulo;Environment;2281;FIESP - Federação das Indústrias do Estado de São Paulo;;268
Federation of Industries of the State of São Paulo;ICONE/AgroICONE, Environment and Agribusiness;2338;FIESP - Federação das Indústrias do Estado de São Paulo;;268
Federation of Industries of the State of São Paulo;Corporate Communications, Press Office;2360;FIESP - Federação das Indústrias do Estado de São Paulo;;268
Federation of Industries of the State of São Paulo;Infrastructure;2364;FIESP - Federação das Indústrias do Estado de São Paulo;;268
Federation of Industries of the State of São Paulo;International Negotiations, Trade and Foreign Affairs;2420;FIESP - Federação das Indústrias do Estado de São Paulo;;268
Federation of Industries of the State of São Paulo;Department of Environment;2437;FIESP - Federação das Indústrias do Estado de São Paulo;;268
Federation of Organizations for Social and Education Assistance;NA;523;FASE - Federação de Órgãos para Assistência Social e Educacional;;257
FGV;ISAE;2014;FGV - Fundação Getúlio Vargas;;264
FGV-Projetos;NA;1683;FGV - Fundação Getúlio Vargas;;264
FIEMG, CNI;Environment Council;1096;CNI - Confederação Nacional da Indústria;;138
FIESP;NA;1834;FIESP - Federação das Indústrias do Estado de São Paulo;;268
Finagro S.A.;NA;1636;Finagro S.A.;;269
Financial Consulting Gibbon, Consultoria Financeira e Futuros Ltda;NA;2111;Financial Consulting Gibbon;;270
Finep;International Cooperation Office;412;FINEP - Financiadora de Estudos e Projetos;;271
Finep;NA;826;FINEP - Financiadora de Estudos e Projetos;;271
Finep;Innovation;872;FINEP - Financiadora de Estudos e Projetos;;271
Fiocruz;"Centro de Estudos da Saúde do Trabalhador; Ecologia Humana";197;Fiocruz - Fundação Oswaldo Cruz;;272
Fiocruz;IOC/Fiocruz;1928;Fiocruz - Fundação Oswaldo Cruz;;272
Fiocruz;NA;1935;Fiocruz - Fundação Oswaldo Cruz;;272
Fiocruz;Researcher and Project Manager, Department of Endemic Disease;2306;Fiocruz - Fundação Oswaldo Cruz;;272
FIRJAN;NA;1493;FIRJAN - Federação das Indústrias do Estado do Rio de Janeiro;;273
Fluminense Federal Institute of Education Science and Technology;NA;691;Instituto Federal de Educação, Ciência e Tecnologia Fluminense;;377
Força Sindical;Policy;871;Força Sindical;;277
Força Sindical;Sustainable Development;933;Força Sindical;;277
Força Sindical;NA;1049;Força Sindical;;277
Força Sindical;National Bureau of Citizenship and Human Rights;2344;Força Sindical;;277
Força Sindical;Environment;2399;Força Sindical;;277
Força Sindical;Youth Secretary;2453;Força Sindical;;277
FORD Foundation;NA;1060;Fundação Ford;;294
Forest State Institute of Rio de Janeiro;NA;1521;Estado do Rio de Janeiro;Instituto Estadual de Florestas;245
Fórum Brasileiro de Mudanças Climáticas;"Grupo Carta de Belém e do GT Mudanças Climáticas, Pobreza e Desigualdade; Environmental Justice";2409;FBMC - Fórum Brasileiro de Mudanças Climáticas;;260
Forum Brasileiro de ONGs e Movimentos Sociais para Meio Ambiente e Desenvolvimento;NA;1516;FBOMS - Fórum Brasileiro de ONGs e Movimentos Sociais para o Meio Ambiente e o Desenvolvimento;;261
Forum Brasileiro de ONGs e Movimentos Sociais para o Meio Ambiente e o Desenvolvimento;NA;87;FBOMS - Fórum Brasileiro de ONGs e Movimentos Sociais para o Meio Ambiente e o Desenvolvimento;;261
Fórum Permanente de Sustentabilidade de Amazônia;NA;2441;Fórum Permanente de Sustentabilidade de Amazônia;;280
Friends of the Earth - Brazil;Energy Policy Research;1532;Amigos da Terra;;33
FULBRA-CEULP/ULBRA;NA;1687;Centro Universitário Luterano de Palmas;;123
FUNAI;NA;1983;FUNAI - Fundação Nacional do Índio;;283
Funarte;NA;439;Funarte - Fundação Nacional de Artes;;284
Funatura;NA;836;Funatura - Fundação Pró-Natureza;;286
Funceme;NA;722;Estado do Ceará;FUNCEME - Fundação Cearense de Meteorologia e Recursos Hídricos;238
Fundação Amazonas Sustentável;Marketing;2323;Fundação Amazonas Sustentável;;288
Fundação Amazonas Sustentável;Scientific;2346;Fundação Amazonas Sustentável;;288
Fundação Amazonas Sustentável;NA;2377;Fundação Amazonas Sustentável;;288
Fundação Amazonas Sustentável;Development Coordinator Researcher;2401;Fundação Amazonas Sustentável;;288
Fundação Amazonas Sustentável;Special Projects;2444;Fundação Amazonas Sustentável;;288
Fundaçâo Ambiente e Recursos Naturais;NA;2011;Fundaçâo Ambiente e Recursos Naturais;;289
Fundaçâo Armando Alvares Penteado;NA;2121;FAAP - Fundação Armando Álvares Penteado;;252
Fundaçâo Futuro Latino-Americano;NA;2010;Fundaçâo Futuro Latino-Americano;;295
Fundação Getúlio Vargas;NA;1997;FGV - Fundação Getúlio Vargas;;264
Fundação Getúlio Vargas;Global Sustainability Programme;2015;FGV - Fundação Getúlio Vargas;;264
Fundação Getúlio Vargas;Communications Department;2016;FGV - Fundação Getúlio Vargas;;264
Fundação Getúlio Vargas;Brazilian GHG Protocol Programme, Global Sustainability Programme;2017;FGV - Fundação Getúlio Vargas;;264
Fundação Getúlio Vargas;Project;2200;FGV - Fundação Getúlio Vargas;;264
Fundação Getúlio Vargas;Program;2213;FGV - Fundação Getúlio Vargas;;264
Fundação Getúlio Vargas;Communication;2265;FGV - Fundação Getúlio Vargas;;264
Fundação Getúlio Vargas;Center for Sustainability Studies;2426;FGV - Fundação Getúlio Vargas;;264
Fundação Grupo Esquel Brasil e GT Clima;Climate Change Communication;2373;Fundação Grupo Esquel Brasil e GT Clima;;297
Fundação Grupo Esquel Brasil e GT Clima;Climate Change & Sustainable Development;2442;Fundação Grupo Esquel Brasil e GT Clima;;297
Fundação Grupo Esquel Brasil e GT Clima;Administrative & Finance;2459;Fundação Grupo Esquel Brasil e GT Clima;;297
Fundação Joaquim Nabuco;NA;1282;Fundação Joaquim Nabuco;;298
Fundação Nacional do Índio;General Coordination Territorial Monitoring;2321;FUNAI - Fundação Nacional do Índio;;283
Fundacentro;NA;721;Fundacentro - Fundação Jorge Duprat Figueiredo de Segurança e Medicina do Trabalho;;301
Fundacentro;Chemical Agents Department - Hygiene at Work Coordination;1327;Fundacentro - Fundação Jorge Duprat Figueiredo de Segurança e Medicina do Trabalho;;301
Fundación Avina;Climate Change Program;2382;Fundación Avina;;302
Fundación Getulio Vargas;NA;2137;FGV - Fundação Getúlio Vargas;;264
Furnas Centrais Elétricas;Environmental;1867;Furnas Centrais Elétricas;;303
General Center of the Brazilian Workers;NA;671;CGTB - Central Geral dos Trabalhadores do Brasil;;129
General Union of Workers;NA;1146;UGT - União Geral dos Trabalhadores;;604
General Union of Workers;Regional Affairs;1167;UGT - União Geral dos Trabalhadores;;604
General Workers Union;NA;2097;UGT - União Geral dos Trabalhadores;;604
Geography and Statistics Brazilian Institute;Research;990;IBGE - Instituto Brasileiro de Geografia e Estatística;;327
Geography and Statistics Brazilian Institute;NA;1094;IBGE - Instituto Brasileiro de Geografia e Estatística;;327
Geography and Statistics Brazilian Institute;Geosciences;1212;IBGE - Instituto Brasileiro de Geografia e Estatística;;327
Geological Survey of Brazil;NA;593;CPRM - Serviço Geológico do Brasil;;181
Geological Survey of Brazil;Hidrology and Territorial Management;594;CPRM - Serviço Geológico do Brasil;;181
GERDAU;NA;1755;Gerdau;;305
Gestão e Interesse Público;NA;2334;GIP - Gestão e Interesse Público;;307
Getulio Vargas Foundation;NA;104;FGV - Fundação Getúlio Vargas;;264
Global Report Intiative;NA;806;Global Reporting Initiative;;308
Government of the State of Espirito Santo;NA;404;Estado do Espírito Santo;;239
Government of the State of Espírito Santo;Secretariat for Environment and Water Resources;1120;Estado do Espírito Santo;;239
Government of the State of Espírito Santo;NA;1171;Estado do Espírito Santo;;239
Government of the State of Mato Grosso;Mato Grosso Office in São Paulo;422;Estado de Mato Grosso;;226
Government of the State of Minas Gerais;Secretariat for Environment and Sustainable Development;401;Estado de Minas Gerais;;227
Government of the State of Rio Grande do Sul;NA;883;Estado do Rio Grande do Sul;;247
Green Domus;NA;2140;Green Domus;;311
Green Domus Brazil;NA;2082;Green Domus;;311
Green Domus Sustainable Development;NA;2243;Green Domus;;311
"Green Domus SustainableDevelopment Ltda; Neutralize Carbono Ltda";NA;2329;Green Domus;;311
Green European Institute AISBL;NA;2129;Green European Institute AISBL;;312
Green Initiative;NA;143;Iniciativa Verde;;313
Grupo de Instituto Fundações e Empresas;NA;756;GIFE - Grupo de Institutos, Fundações e Empresas;;306
Grupo de Institutos, Fundações e Empresas;NA;698;GIFE - Grupo de Institutos, Fundações e Empresas;;306
Grupo de Trabalho Amazônico;NA;1851;GTA - Grupo de Trabalho Amazônico;;317
Grupo Esquel Brasil Foundation;NA;1168;Fundação Grupo Esquel Brasil;;296
Grupo Esquel Brasil Foundaton;International Affairs;1170;Fundação Grupo Esquel Brasil;;296
Grupo KeyAssociados;Climate Change;2248;Key Associados;;403
Grupo Plantar;Grupo Plantar;1828;Grupo Plantar;;315
Grupo Plantar;Carbon Project;1854;Grupo Plantar;;315
Grupo Plantar;Climate Policy;1855;Grupo Plantar;;315
GSI;NA;373;Gabinete de Segurança Institucional da Presidência;;304
GTA - Workgroup on Amazon;NA;1565;GTA - Grupo de Trabalho Amazônico;;317
Heinrich Boell Foundation;NA;1609;Heinrich Böll Stiftung;;319
Heinrich Böll Foundation - Brazil;NA;2249;Heinrich Böll Stiftung;;319
Helix-GPG Consultoría Ambiental;NA;1614;Helix-GPG Consultoria Ambiental;;320
Hemobras;Strategic Products and Innovation;963;Hemobrás - Empresa Brasileira de Hemoderivados e Biotecnologia;;321
Hemobras;NA;1182;Hemobrás - Empresa Brasileira de Hemoderivados e Biotecnologia;;321
High Consultative Council of Entrepreneurial Entities;NA;1383;Conselho Consultivo Superior das Entidades Empresariais;;168
Hlavnicka, Araújo e Opic Law Firm;NA;1702;Hlavnicka, Araújo e Opic Advogados;;322
House of Representatives;Special Commission on Environmental Pollution;355;Câmara dos Deputados;;101
HSBC Brazil;Health, Safety and Environment (HSE);2270;HSBC Brasil;;323
Humanos Direitos Institute;NA;667;Instituto Humanos Direitos;;378
IBAMA;National Parks, Ibama Parana;55;IBAMA - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis;;324
IBAMA;NA;62;IBAMA - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis;;324
IBAMA;Parque Nacional de Iguacu;101;IBAMA - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis;;324
IBAMA;Directory of Environmental Quality;163;IBAMA - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis;;324
IBAMA;Department of Environmental Quality;168;IBAMA - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis;;324
IBAMA;Directorate of Environmental Quality;172;IBAMA - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis;;324
IBAMA;Department of Pesticide;191;IBAMA - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis;;324
IBAMA;Department of Chemical Substances;194;IBAMA - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis;;324
IBAMA;"Environmental Quality Management; Directorate of Environmental Quality";214;IBAMA - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis;;324
IBAMA;Departamento da Vida Silvestre;251;IBAMA - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis;;324
IBAMA;Presidência;254;IBAMA - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis;;324
IBAMA;Departamento de Vida Silvestre;258;IBAMA - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis;;324
IBAMA;Diretoria de Fauna e Recursos Pesqueiros - DIFAP;265;IBAMA - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis;;324
IBAMA;Sustainable Use for Biodiversity and Forest Department;274;IBAMA - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis;;324
IBAMA;Forest Protection and Conservation Division;275;IBAMA - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis;;324
IBAMA;Department of Forest Resources;302;IBAMA - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis;;324
IBAMA;DIRECOF;1404;IBAMA - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis;;324
IBDF;Project UNDP/FAO/IBDF-BRA 45;288;IBDF - Instituto Brasileiro de Desenvolvimento Florestal;;326
IBDF;NA;289;IBDF - Instituto Brasileiro de Desenvolvimento Florestal;;326
IBDF;PROPEDEF;291;IBDF - Instituto Brasileiro de Desenvolvimento Florestal;;326
IBDF;PNUD/FAO/IBDF/BRA-82/008;299;IBDF - Instituto Brasileiro de Desenvolvimento Florestal;;326
ICF Consulting;NA;1563;ICF Consulting;;331
ICLEI - Local Governments for Sustainability;NA;1947;ICLEI - Local Governments for Sustainability;;332
ICLEI - Local Governments for Sustainability;Mayor's Office;1961;ICLEI - Local Governments for Sustainability;;332
ICLEI - Local Governments for Sustainability;Sustainable Development;1969;ICLEI - Local Governments for Sustainability;;332
ICMBIO;NA;278;ICMBio - Instituto Chico Mendes de Conservação da Biodiversidade;;333
ICMBio;NA;2622;ICMBio - Instituto Chico Mendes de Conservação da Biodiversidade;;333
Idecri;Programme;929;IDECRI - Instituto para o Desenvolvimento da Cooperação e Relações Internacionais;;337
IEMA;NA;1957;Estado do Espírito Santo;Instituto Estadual de Meio Ambiente e Recursos Hídricos;239
Indigenous Community;Gramacho;1163;Comunidade indígena;;156
Indigenous Institute for Intellectual Property;NA;938;INBRAPI - Instituto Indígena Brasileiro para Propriedade Intelectual;;343
Indigenous Organizations of the Brazilian Amazon Organization;NA;609;COIAB - Coordenação das Organizações Indígenas da Amazônia Brasileira;;146
Indigenous People of the Pantanal Association;NA;937;ARPIPAN - Articulação dos Povos Indígenas do Pantanal;;57
Indigenous Peoples Association;NA;482;APIB - Articulação dos Povos Indígenas do Brasil;;50
Indústria Brasileira de Árvores;NA;2422;Indústria Brasileira de Árvores;;345
Indústria Brasileira de Árvores;Sustainability;2450;Indústria Brasileira de Árvores;;345
Industrial Federation of Minas Gerais;NA;2043;FIEMG - Federação das Indústrias do Estado de Minas Gerais;;266
Industrias do Estado de São Paulo Federation;NA;529;FIESP - Federação das Indústrias do Estado de São Paulo;;268
Industrie National Confederation;NA;1147;CNI - Confederação Nacional da Indústria;;138
Industries National Confederation;International Affairs;1054;CNI - Confederação Nacional da Indústria;;138
Industry National Federation;NA;1430;CNI - Confederação Nacional da Indústria;;138
Information Technology Center;NA;1238;CTI - Centro de Tecnologia da Informação;;185
Inmetro;Management and Planning;1085;INMETRO - Instituto Nacional de Metrologia, Qualidade e Tecnologia;;350
INPE;CPTEC;1560;INPE - Instituto Nacional de Pesquisas Espaciais;;352
Insterstate Federation of Engineering Unions;NA;705;FISENGE - Federação Interestadual de Sindicatos de Engenheiros;;274
Institute Alternative Policies for the South Cone;NA;2040;PACS - Instituto Políticas Alternativas para o Cone Sul;;510
Institute for Agricultural and Forest Management and Certification;Climate and Agriculture Initiative;2278;IMAFLORA - Instituto de Manejo e Certificação Florestal e Agrícola;;342
Institute for Applied Economic Research;NA;549;IPEA - Instituto de Pesquisa Econômica Aplicada;;394
Institute for Conservation and Sustainable Development of Amazonas;NA;1809;IDESAM - Instituto de Conservação e Desenvolvimento Sustentável do Amazonas;;338
Institute for Conservation and Sustainable Development of Amazonas;Climate Change and Environment;2337;IDESAM - Instituto de Conservação e Desenvolvimento Sustentável do Amazonas;;338
Institute for Conservation and Sustainable Development of Amazonas;Climate Change Program;2367;IDESAM - Instituto de Conservação e Desenvolvimento Sustentável do Amazonas;;338
Institute for Developing Alternative Energy in Latin America;NA;1994;IDEAL - Instituto para o Desenvolvimento de Energias Alternativas na América latina;;336
Institute for Ecological Research;NA;666;IPÊ - Instituto de Pesquisas Ecológicas;;393
Institute for International Trade Negotiations;NA;1875;ICONE - Instituto de Estudos do Comércio e Negociações Internacionais;;334
Institute for Socioeconomic Studies;NA;2045;INESC - Instituto de Estudos Socioeconômicos;;347
Institute for Socioeconomic Studies;Collegiate Management;2214;INESC - Instituto de Estudos Socioeconômicos;;347
Institute Life Center;NA;2057;Instituto Centro de Vida;;360
Institute of Applicable Economic Research;NA;1512;IPEA - Instituto de Pesquisa Econômica Aplicada;;394
Institute of Applied Economic Research;NA;1944;IPEA - Instituto de Pesquisa Econômica Aplicada;;394
Institute of Applied Economic Research;Environmental Economics;2225;IPEA - Instituto de Pesquisa Econômica Aplicada;;394
Institute of Applied Economic Research;Department of Regional, Urban and Environmental Studies and Policies;2576;IPEA - Instituto de Pesquisa Econômica Aplicada;;394
Institute of Socieconomic Studies;NA;818;INESC - Instituto de Estudos Socioeconômicos;;347
Institute of Socioeconomic Studies;Collegiate Management;2433;INESC - Instituto de Estudos Socioeconômicos;;347
Institute of the Patrimonio Historico e Artistico Nacional;NA;965;IPHAN - Instituto do Patrimônio Histórico e Artístico Nacional;;395
Institute Tereza Valse;NA;2128;Instituto Tereza Valse;;387
Institutional Security Cabinet;NA;2686;Gabinete de Segurança Institucional da Presidência;;304
Institutional Security Cabinet of the Presidency;NA;903;Gabinete de Segurança Institucional da Presidência;;304
Institutional Security Cabinet of the Presidency;Presidential Security;999;Gabinete de Segurança Institucional da Presidência;;304
Institutional Security Cabinet of the Presidency;Coordination for Environmental Security;1070;Gabinete de Segurança Institucional da Presidência;;304
Instituto Aço Brasil;Sustainability;2452;Instituto Aço Brasil;;356
Instituto Aguas da Terra;CONFEA/Eng.International Consultant;1810;Instituto Águas da Terra;;357
Instituto Aguas da Terra;NA;1811;Instituto Águas da Terra;;357
Instituto Águas da Terra;NA;1812;Instituto Águas da Terra;;357
