org_limpo;id_org_unica;tipo_org;tipo_org_reduzido
Estado de São Paulo;232;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Estado de Sítio Paisagismo;233;Profissionais liberais, escritórios e respectivos conselhos profissionais;Outro
Estado de Tocantins;234;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Estado do Acre;235;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Estado do Amapá;236;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Estado do Amazonas;237;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Estado do Ceará;238;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Estado do Espírito Santo;239;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Estado do Maranhão;240;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Estado do Mato Grosso;241;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Estado do Pará;242;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Estado do Paraná;243;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Estado do Piauí;244;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Estado do Rio de Janeiro;245;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Estado do Rio Grande do Norte;246;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Estado do Rio Grande do Sul;247;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Estado do Tocantins;248;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Estado não identificado;249;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Estado-Maior Conjunto das Forças Armadas;250;Forças Armadas;Governo federal não-MRE
EUBRA - Conselho Euro-Brasileiro de Desenvolvimento Sustentável;251;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
FAAP - Fundação Armando Álvares Penteado;252;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Fabercastell;253;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Fábrica Éthica Brazil;254;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
FAERN - Federação da Agricultura, Pecuária e Pesca do Estado do Rio Grande do Norte;255;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
FAPESC;256;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
FASE - Federação de Órgãos para Assistência Social e Educacional;257;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
FBCN - Fundação Brasileira para Conservação da Natureza;258;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
FBDS - Fundação Brasileira para o Desenvolvimento Sustentável;259;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
FBMC - Fórum Brasileiro de Mudanças Climáticas;260;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
FBOMS - Fórum Brasileiro de ONGs e Movimentos Sociais para o Meio Ambiente e o Desenvolvimento;261;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Federação de Bandeirantes do Brasil;262;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
FETRAF-SUL - Federação dos Trabalhadores na Agricultura Familiar da Região Sul;263;Sindicato e Confederação e Federação Sindical;Sociedade civil, sindicatos, movimentos sociais
FGV - Fundação Getúlio Vargas;264;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
FIEMA - Federação das Indústrias do Estado do Maranhão;265;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
FIEMG - Federação das Indústrias do Estado de Minas Gerais;266;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
FIEMT - Federação das Indústrias do Estado de Mato Grosso;267;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
FIESP - Federação das Indústrias do Estado de São Paulo;268;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Finagro S.A.;269;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Financial Consulting Gibbon;270;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
FINEP - Financiadora de Estudos e Projetos;271;Empresas públicas, estatais, bancos federais e sociedades de economia mista (inclusive BNDES e BB);Governo federal não-MRE
Fiocruz - Fundação Oswaldo Cruz;272;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
FIRJAN - Federação das Indústrias do Estado do Rio de Janeiro;273;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
FISENGE - Federação Interestadual de Sindicatos de Engenheiros;274;Sindicato e Confederação e Federação Sindical;Sociedade civil, sindicatos, movimentos sociais
FMASE - Fórum de Meio Ambiente e Sustentabilidade do Setor Elétrico;275;Câmaras de Comércio e associações empresariais voltadas para temas específicos (não setoriais ou sindicais);Setor empresarial
FNDE - Fundo Nacional de Desenvolvimento da Educação;276;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
Força Sindical;277;Sindicato e Confederação e Federação Sindical;Sociedade civil, sindicatos, movimentos sociais
Fórum Brasileiro de Economia Solidária;278;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Fórum Nacional de Reforma Urbana;279;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Fórum Permanente de Sustentabilidade de Amazônia;280;Ainda não identificado;Não identificado
Frente Nacional de Prefeitos;281;Associações de órgãos ou entes públicos;Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
FSC - Conselho de Manejo Florestal;282;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
FUNAI - Fundação Nacional do Índio;283;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
Funarte - Fundação Nacional de Artes;284;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
FUNASA - Fundação Nacional de Saúde;285;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
Funatura - Fundação Pró-Natureza;286;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
FUNBIO - Fundo Brasileiro para a Biodiversidade;287;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Fundação Amazonas Sustentável;288;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Fundaçâo Ambiente e Recursos Naturais;289;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Fundação Biblioteca Nacional;290;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
Fundação Cacique Cobra Coral;291;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Fundação Casa de Rui Barbosa;292;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
Fundação Cultural Palmares;293;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
Fundação Ford;294;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Fundaçâo Futuro Latino-Americano;295;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Fundação Grupo Esquel Brasil;296;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Fundação Grupo Esquel Brasil e GT Clima;297;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Fundação Joaquim Nabuco;298;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
Fundação Maurício Grabois;299;Partidos políticos e fundações partidárias;Outro
PRRI - Public Research and Regulation Initiative;300;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Fundacentro - Fundação Jorge Duprat Figueiredo de Segurança e Medicina do Trabalho;301;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
Fundación Avina;302;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Furnas Centrais Elétricas;303;Empresas públicas, estatais, bancos federais e sociedades de economia mista (inclusive BNDES e BB);Governo federal não-MRE
Gabinete de Segurança Institucional da Presidência;304;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
Gerdau;305;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
GIFE - Grupo de Institutos, Fundações e Empresas;306;Câmaras de Comércio e associações empresariais voltadas para temas específicos (não setoriais ou sindicais);Setor empresarial
GIP - Gestão e Interesse Público;307;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Global Reporting Initiative;308;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Governo de Serra Leoa;309;Organismos internacionais;Outro
GRAP - Grupo de Reflexão e Apoio do Processo do Fórum Social Mundial;310;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Green Domus;311;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Green European Institute AISBL;312;Partidos políticos e fundações partidárias;Outro
Iniciativa Verde;313;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Iniciativa Verde;313;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Grupo Martinelli;314;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Grupo Plantar;315;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Grupo de Trabalho sobre Mudanças Climáticas;316;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
GTA - Grupo de Trabalho Amazônico;317;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
GTPS - Grupo de Trabalho da Pecuária Sustentável;318;Câmaras de Comércio e associações empresariais voltadas para temas específicos (não setoriais ou sindicais);Setor empresarial
Heinrich Böll Stiftung;319;Partidos políticos e fundações partidárias;Outro
Helix-GPG Consultoria Ambiental;320;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Hemobrás - Empresa Brasileira de Hemoderivados e Biotecnologia;321;Empresas públicas, estatais, bancos federais e sociedades de economia mista (inclusive BNDES e BB);Governo federal não-MRE
Hlavnicka, Araújo e Opic Advogados;322;Profissionais liberais, escritórios e respectivos conselhos profissionais;Outro
HSBC Brasil;323;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
IBAMA - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis;324;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
IBASE - Instituto Brasileiro de Análises Sociais e Econômicas;325;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
IBDF - Instituto Brasileiro de Desenvolvimento Florestal;326;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
IBGE - Instituto Brasileiro de Geografia e Estatística;327;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
IBPC - Instituto Brasileiro do Patrimônio Cultural;328;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
IBRAM - Instituto Brasileiro de Museus;329;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
ICAL - Iniciativa Clima América Latina;330;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
ICF Consulting;331;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
ICLEI - Local Governments for Sustainability;332;Associações de órgãos ou entes públicos;Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
ICMBio - Instituto Chico Mendes de Conservação da Biodiversidade;333;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
ICONE - Instituto de Estudos do Comércio e Negociações Internacionais;334;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
ICTSD - International Centre for Trade and Sustainable Development;335;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
IDEAL - Instituto para o Desenvolvimento de Energias Alternativas na América latina;336;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
IDECRI - Instituto para o Desenvolvimento da Cooperação e Relações Internacionais;337;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
IDESAM - Instituto de Conservação e Desenvolvimento Sustentável do Amazonas;338;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
IDS - Instituto Democracia e Sustentabilidade;339;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
IIN - Instituto Internacional de Neurociências;340;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
IIS - Instituto Internacional para a Sustentabilidade;341;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
IMAFLORA - Instituto de Manejo e Certificação Florestal e Agrícola;342;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
INBRAPI - Instituto Indígena Brasileiro para Propriedade Intelectual;343;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
INCRA - Instituto Nacional de Colonização e Reforma Agrária;344;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
Indústria Brasileira de Árvores;345;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
INEP - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira;346;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
INESC - Instituto de Estudos Socioeconômicos;347;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
INFRAERO - Empresa Brasileira de Infraestrutura Aeroportuária;348;Empresas públicas, estatais, bancos federais e sociedades de economia mista (inclusive BNDES e BB);Governo federal não-MRE
INMET - Instituto Nacional de Meteorologia;349;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
INMETRO - Instituto Nacional de Metrologia, Qualidade e Tecnologia;350;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
INPA -  Instituto Nacional de Pesquisas da Amazônia;351;Laboratórios, centros e institutos de pesquisa vinculados ao MCT;Órgãos de ensino e pesquisa
INPE - Instituto Nacional de Pesquisas Espaciais;352;Laboratórios, centros e institutos de pesquisa vinculados ao MCT;Órgãos de ensino e pesquisa
INPH - Instituto Nacional de Pesquisas Hidroviárias;353;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
INPI - Instituto Nacional da Propriedade Industrial;354;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
INSA - Instituto Nacional do Semi-Árido;355;Laboratórios, centros e institutos de pesquisa vinculados ao MCT;Órgãos de ensino e pesquisa
Instituto Aço Brasil;356;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Instituto Águas da Terra;357;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Instituto Akatu;358;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Instituto Amigos do Fórum Social Mundial/POA;359;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Instituto Centro de Vida;360;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Instituto Cotait Ruggiero;361;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Instituto de Conservaçâo e Desenvolvimento Sustentável;362;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Instituto de Desenvolvimento Sustentável Mamirauá;363;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Instituto de Pesquisas da Marinha;364;Forças Armadas;Governo federal não-MRE
Instituto do PVC;365;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Instituto E-Brigade;366;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Instituto Ecoclima;367;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Instituto Ecológica;368;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Instituto Ecoplan;369;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Instituto Ethos;370;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Instituto Evandro Chagas;371;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
Instituto Federal de Educação, Ciência e Tecnologia da Paraíba;372;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Instituto Federal de Educação, Ciência e Tecnologia de Rondônia;373;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Instituto Federal de Educação, Ciência e Tecnologia do Acre;374;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Instituto Federal de Educação, Ciência e Tecnologia do Alagoas;375;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Instituto Federal de Educação, Ciência e Tecnologia do Espírito Santo;376;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Instituto Federal de Educação, Ciência e Tecnologia Fluminense;377;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Instituto Humanos Direitos;378;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Instituto Latino Americano;379;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Instituto Lula;380;Partidos políticos e fundações partidárias;Outro
Instituto Marina Silva;381;Partidos políticos e fundações partidárias;Outro
Instituto Metodista Izabela Hendrix;382;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Instituto Nacional de Matemática Pura e Aplicada;383;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Instituto Onda Azul;384;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Instituto Pólis;385;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Instituto SocioAmbiental;386;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Instituto Tereza Valse;387;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Instituto Terrazul;388;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
INT - Instituto Nacional de Tecnologia;389;Laboratórios, centros e institutos de pesquisa vinculados ao MCT;Órgãos de ensino e pesquisa
Inter-American Institute for Global Change Research;390;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
INTOSAI - International Organization of Supreme Audit Institutions;391;Associações de órgãos ou entes públicos;Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
IPAM -  Instituto de Pesquisa Ambiental da Amazônia;392;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
IPÊ - Instituto de Pesquisas Ecológicas;393;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
IPEA - Instituto de Pesquisa Econômica Aplicada;394;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
IPHAN - Instituto do Patrimônio Histórico e Artístico Nacional;395;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
IPSUS - Instituto Pró-Sustentabilidade;396;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
ISADI - Instituto Socioambiental de Desenvolvimento Integrado do Ipiranga;397;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Isolux Energia e Participações S/A;398;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
ISPN - Instituto Sociedade, População e Natureza;399;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Itaipu Binacional;400;Empresas públicas, estatais, bancos federais e sociedades de economia mista (inclusive BNDES e BB);Governo federal não-MRE
Jornada da Juventude;401;Igrejas e entidades religiosas;Outro
Jubileu Sul Américas;402;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Key Associados;403;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Klabin;404;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
KPMG;405;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Linde Gases Ltda;406;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
LLP;407;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
LNA - Laboratório Nacional de Astrofísica;408;Laboratórios, centros e institutos de pesquisa vinculados ao MCT;Órgãos de ensino e pesquisa
LNCC- Laboratório Nacional de Computação Científica;409;Laboratórios, centros e institutos de pesquisa vinculados ao MCT;Órgãos de ensino e pesquisa
LNNano - Laboratório Nacional de Nanotecnologia;410;Laboratórios, centros e institutos de pesquisa vinculados ao MCT;Órgãos de ensino e pesquisa
LWF - Lutheran World Federation;411;Igrejas e entidades religiosas;Outro
MAN Latin America;412;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Marcha Mundial das Mulheres;413;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Marcha Mundial do Clima;414;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Marfrig Alimentos;415;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Marinha do Brasil;416;Forças Armadas;Governo federal não-MRE
Marketing;417;Outro;Outro
Menezes, Lopes Dessimoni e Abreu Advogados;418;Profissionais liberais, escritórios e respectivos conselhos profissionais;Outro
Michelin;419;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Mining Museum;420;Ainda não identificado;Não identificado
Ministério da Agricultura, Pecuária e Abastecimento;421;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
Ministério da Ciência e Tecnologia;422;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
Ministério da Cultura;423;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
Ministério da Defesa;424;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
Ministério da Economia;425;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
Ministério da Educação;426;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
Ministério da Fazenda;427;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
Ministério da Integração Nacional;428;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
Ministério da Justiça;429;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
Ministério da Pesca e Aquicultura;430;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
Ministério da Previdência Social;431;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
Ministério da Saúde;432;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
Ministério das Cidades;433;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
Ministério das Comunicações;434;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
Ministério das Relações Exteriores;435;Ministério das Relações Exteriores;Governo federal MRE
Ministério de Minas e Energia;436;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
Ministério do Desenvolvimento Agrário;437;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
Ministério do Desenvolvimento Social e Combate à Fome;438;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
Ministério do Desenvolvimento, Indústria e Comércio Exterior;439;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
Ministério do Esporte;440;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
Ministério do Interior;441;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
Ministério do Meio Ambiente;442;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
Ministério do Planejamento, Desenvolvimento e Gestão;443;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
Ministério do Planejamento, Orçamento e Gestão;444;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
Ministério do Trabalho e Emprego;445;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
Ministério do Turismo;446;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
Ministério dos Transportes;447;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
Ministério Extraordinário de Política Fundiária;448;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
Ministério Público;449;Judiciário, AGU, MP e respectivas associações de classe;Outro
Ministério Público Federal;450;Judiciário, AGU, MP e respectivas associações de classe;Outro
MNCR - Movimento Nacional dos Catadores de Materiais Recicláveis;451;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
MONADES - Movimento Nacional de Afetados por Desastres Socioambientais;452;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
MONAPE - Movimento Nacional dos Pescadores;453;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Movimento de Agricultura Urbana de Campinas;454;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Movimento dos Atingidos por Barragens;455;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Movimento Nacional de Luta pela Moradia;456;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
