"";"section_h1";"section_h2";"report_id";"sentence";"sent_order";"interaction";"sender";"target";"title";"event";"event_name";"conf_startdate";"conf_enddate";"negotiation_date";"row_id"
"159";"SUBSIDIARY BODY ON IMPLEMENTATION
";"First subsection";516;"On arrangements for COP-3, the G-77/CHINA, supported by NIGERIA, VENEZUELA, SAUDI ARABIA, KUWAIT, CHINA, MALI, IRAN, KOREA, CENTRAL AFRICAN REPUBLIC, COLOMBIA and INDIA said the proposed ministerial segment must include all heads of delegations and their advisors, not just ministers.";17056;"agreement";"VENEZUELA";"INDIA";"Report of main proceedings for 29 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-29;159
"160";"SUBSIDIARY BODY ON IMPLEMENTATION
";"First subsection";516;"On arrangements for COP-3, the G-77/CHINA, supported by NIGERIA, VENEZUELA, SAUDI ARABIA, KUWAIT, CHINA, MALI, IRAN, KOREA, CENTRAL AFRICAN REPUBLIC, COLOMBIA and INDIA said the proposed ministerial segment must include all heads of delegations and their advisors, not just ministers.";17056;"agreement";"SAUDI ARABIA";"INDIA";"Report of main proceedings for 29 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-29;160
"161";"SUBSIDIARY BODY ON IMPLEMENTATION
";"First subsection";516;"On arrangements for COP-3, the G-77/CHINA, supported by NIGERIA, VENEZUELA, SAUDI ARABIA, KUWAIT, CHINA, MALI, IRAN, KOREA, CENTRAL AFRICAN REPUBLIC, COLOMBIA and INDIA said the proposed ministerial segment must include all heads of delegations and their advisors, not just ministers.";17056;"agreement";"KUWAIT";"INDIA";"Report of main proceedings for 29 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-29;161
"162";"SUBSIDIARY BODY ON IMPLEMENTATION
";"First subsection";516;"On arrangements for COP-3, the G-77/CHINA, supported by NIGERIA, VENEZUELA, SAUDI ARABIA, KUWAIT, CHINA, MALI, IRAN, KOREA, CENTRAL AFRICAN REPUBLIC, COLOMBIA and INDIA said the proposed ministerial segment must include all heads of delegations and their advisors, not just ministers.";17056;"agreement";"CHINA";"INDIA";"Report of main proceedings for 29 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-29;162
"163";"SUBSIDIARY BODY ON IMPLEMENTATION
";"First subsection";516;"On arrangements for COP-3, the G-77/CHINA, supported by NIGERIA, VENEZUELA, SAUDI ARABIA, KUWAIT, CHINA, MALI, IRAN, KOREA, CENTRAL AFRICAN REPUBLIC, COLOMBIA and INDIA said the proposed ministerial segment must include all heads of delegations and their advisors, not just ministers.";17056;"agreement";"MALI";"INDIA";"Report of main proceedings for 29 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-29;163
"164";"SUBSIDIARY BODY ON IMPLEMENTATION
";"First subsection";516;"On arrangements for COP-3, the G-77/CHINA, supported by NIGERIA, VENEZUELA, SAUDI ARABIA, KUWAIT, CHINA, MALI, IRAN, KOREA, CENTRAL AFRICAN REPUBLIC, COLOMBIA and INDIA said the proposed ministerial segment must include all heads of delegations and their advisors, not just ministers.";17056;"agreement";"IRAN";"INDIA";"Report of main proceedings for 29 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-29;164
"165";"SUBSIDIARY BODY ON IMPLEMENTATION
";"First subsection";516;"On arrangements for COP-3, the G-77/CHINA, supported by NIGERIA, VENEZUELA, SAUDI ARABIA, KUWAIT, CHINA, MALI, IRAN, KOREA, CENTRAL AFRICAN REPUBLIC, COLOMBIA and INDIA said the proposed ministerial segment must include all heads of delegations and their advisors, not just ministers.";17056;"agreement";"CENTRAL AFRICAN REPUBLIC";"INDIA";"Report of main proceedings for 29 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-29;165
"166";"SUBSIDIARY BODY ON IMPLEMENTATION
";"First subsection";516;"On arrangements for COP-3, the G-77/CHINA, supported by NIGERIA, VENEZUELA, SAUDI ARABIA, KUWAIT, CHINA, MALI, IRAN, KOREA, CENTRAL AFRICAN REPUBLIC, COLOMBIA and INDIA said the proposed ministerial segment must include all heads of delegations and their advisors, not just ministers.";17056;"agreement";"COLOMBIA";"INDIA";"Report of main proceedings for 29 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-29;166
"167";"SUBSIDIARY BODY FOR THE SCIENTIFIC AND TECHNOLOGICAL ADVICE
";"First subsection";515;"The EU, supported by CHILE, SAUDI ARABIA, and SWITZERLAND called for at least two more AG13 sessions, each lasting 8 half-days and, with KUWAIT and FRANCE, called for a stronger commitment to completion of work by COP-4.";16991;"support";"CHILE";"EU";"Report of main proceedings for 30 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-30;167
"168";"SUBSIDIARY BODY FOR THE SCIENTIFIC AND TECHNOLOGICAL ADVICE
";"First subsection";515;"The EU, supported by CHILE, SAUDI ARABIA, and SWITZERLAND called for at least two more AG13 sessions, each lasting 8 half-days and, with KUWAIT and FRANCE, called for a stronger commitment to completion of work by COP-4.";16991;"support";"SAUDI ARABIA";"EU";"Report of main proceedings for 30 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-30;168
"169";"SUBSIDIARY BODY FOR THE SCIENTIFIC AND TECHNOLOGICAL ADVICE
";"First subsection";515;"The EU, supported by CHILE, SAUDI ARABIA, and SWITZERLAND called for at least two more AG13 sessions, each lasting 8 half-days and, with KUWAIT and FRANCE, called for a stronger commitment to completion of work by COP-4.";16991;"support";"SWITZERLAND";"EU";"Report of main proceedings for 30 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-30;169
"170";"SUBSIDIARY BODY FOR THE SCIENTIFIC AND TECHNOLOGICAL ADVICE
";"First subsection";515;"The EU, supported by CHILE, SAUDI ARABIA, and SWITZERLAND called for at least two more AG13 sessions, each lasting 8 half-days and, with KUWAIT and FRANCE, called for a stronger commitment to completion of work by COP-4.";16991;"support";"KUWAIT";"EU";"Report of main proceedings for 30 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-30;170
"171";"SUBSIDIARY BODY FOR THE SCIENTIFIC AND TECHNOLOGICAL ADVICE
";"First subsection";515;"The EU, supported by CHILE, SAUDI ARABIA, and SWITZERLAND called for at least two more AG13 sessions, each lasting 8 half-days and, with KUWAIT and FRANCE, called for a stronger commitment to completion of work by COP-4.";16991;"support";"FRANCE";"EU";"Report of main proceedings for 30 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-30;171
"172";"SUBSIDIARY BODY FOR THE SCIENTIFIC AND TECHNOLOGICAL ADVICE
";"First subsection";515;"The US, supported by CANADA, noted that its bracketed proposal on the need to maintain the independence of the MCP under the financial mechanism should form a separate element in a subparagraph.";17000;"support";"CANADA";"US";"Report of main proceedings for 30 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-30;172
"173";"SUBSIDIARY BODY FOR THE SCIENTIFIC AND TECHNOLOGICAL ADVICE
";"First subsection";515;"The EU, supported by CHILE, SAUDI ARABIA, and SWITZERLAND called for at least two more AG13 sessions, each lasting 8 half-days and, with KUWAIT and FRANCE, called for a stronger commitment to completion of work by COP-4.";16991;"agreement";"SAUDI ARABIA";"CHILE";"Report of main proceedings for 30 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-30;173
"174";"SUBSIDIARY BODY FOR THE SCIENTIFIC AND TECHNOLOGICAL ADVICE
";"First subsection";515;"The EU, supported by CHILE, SAUDI ARABIA, and SWITZERLAND called for at least two more AG13 sessions, each lasting 8 half-days and, with KUWAIT and FRANCE, called for a stronger commitment to completion of work by COP-4.";16991;"agreement";"SWITZERLAND";"CHILE";"Report of main proceedings for 30 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-30;174
"175";"SUBSIDIARY BODY FOR THE SCIENTIFIC AND TECHNOLOGICAL ADVICE
";"First subsection";515;"The EU, supported by CHILE, SAUDI ARABIA, and SWITZERLAND called for at least two more AG13 sessions, each lasting 8 half-days and, with KUWAIT and FRANCE, called for a stronger commitment to completion of work by COP-4.";16991;"agreement";"KUWAIT";"CHILE";"Report of main proceedings for 30 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-30;175
"176";"SUBSIDIARY BODY FOR THE SCIENTIFIC AND TECHNOLOGICAL ADVICE
";"First subsection";515;"The EU, supported by CHILE, SAUDI ARABIA, and SWITZERLAND called for at least two more AG13 sessions, each lasting 8 half-days and, with KUWAIT and FRANCE, called for a stronger commitment to completion of work by COP-4.";16991;"agreement";"FRANCE";"CHILE";"Report of main proceedings for 30 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-30;176
"177";"SUBSIDIARY BODY FOR THE SCIENTIFIC AND TECHNOLOGICAL ADVICE
";"First subsection";515;"The EU, supported by CHILE, SAUDI ARABIA, and SWITZERLAND called for at least two more AG13 sessions, each lasting 8 half-days and, with KUWAIT and FRANCE, called for a stronger commitment to completion of work by COP-4.";16991;"agreement";"CHILE";"SAUDI ARABIA";"Report of main proceedings for 30 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-30;177
"178";"SUBSIDIARY BODY FOR THE SCIENTIFIC AND TECHNOLOGICAL ADVICE
";"First subsection";515;"The EU, supported by CHILE, SAUDI ARABIA, and SWITZERLAND called for at least two more AG13 sessions, each lasting 8 half-days and, with KUWAIT and FRANCE, called for a stronger commitment to completion of work by COP-4.";16991;"agreement";"SWITZERLAND";"SAUDI ARABIA";"Report of main proceedings for 30 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-30;178
"179";"SUBSIDIARY BODY FOR THE SCIENTIFIC AND TECHNOLOGICAL ADVICE
";"First subsection";515;"The EU, supported by CHILE, SAUDI ARABIA, and SWITZERLAND called for at least two more AG13 sessions, each lasting 8 half-days and, with KUWAIT and FRANCE, called for a stronger commitment to completion of work by COP-4.";16991;"agreement";"KUWAIT";"SAUDI ARABIA";"Report of main proceedings for 30 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-30;179
"180";"SUBSIDIARY BODY FOR THE SCIENTIFIC AND TECHNOLOGICAL ADVICE
";"First subsection";515;"The EU, supported by CHILE, SAUDI ARABIA, and SWITZERLAND called for at least two more AG13 sessions, each lasting 8 half-days and, with KUWAIT and FRANCE, called for a stronger commitment to completion of work by COP-4.";16991;"agreement";"FRANCE";"SAUDI ARABIA";"Report of main proceedings for 30 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-30;180
"181";"SUBSIDIARY BODY FOR THE SCIENTIFIC AND TECHNOLOGICAL ADVICE
";"First subsection";515;"The EU, supported by CHILE, SAUDI ARABIA, and SWITZERLAND called for at least two more AG13 sessions, each lasting 8 half-days and, with KUWAIT and FRANCE, called for a stronger commitment to completion of work by COP-4.";16991;"agreement";"CHILE";"SWITZERLAND";"Report of main proceedings for 30 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-30;181
"182";"SUBSIDIARY BODY FOR THE SCIENTIFIC AND TECHNOLOGICAL ADVICE
";"First subsection";515;"The EU, supported by CHILE, SAUDI ARABIA, and SWITZERLAND called for at least two more AG13 sessions, each lasting 8 half-days and, with KUWAIT and FRANCE, called for a stronger commitment to completion of work by COP-4.";16991;"agreement";"SAUDI ARABIA";"SWITZERLAND";"Report of main proceedings for 30 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-30;182
"183";"SUBSIDIARY BODY FOR THE SCIENTIFIC AND TECHNOLOGICAL ADVICE
";"First subsection";515;"The EU, supported by CHILE, SAUDI ARABIA, and SWITZERLAND called for at least two more AG13 sessions, each lasting 8 half-days and, with KUWAIT and FRANCE, called for a stronger commitment to completion of work by COP-4.";16991;"agreement";"KUWAIT";"SWITZERLAND";"Report of main proceedings for 30 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-30;183
"184";"SUBSIDIARY BODY FOR THE SCIENTIFIC AND TECHNOLOGICAL ADVICE
";"First subsection";515;"The EU, supported by CHILE, SAUDI ARABIA, and SWITZERLAND called for at least two more AG13 sessions, each lasting 8 half-days and, with KUWAIT and FRANCE, called for a stronger commitment to completion of work by COP-4.";16991;"agreement";"FRANCE";"SWITZERLAND";"Report of main proceedings for 30 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-30;184
"185";"SUBSIDIARY BODY FOR THE SCIENTIFIC AND TECHNOLOGICAL ADVICE
";"First subsection";515;"The EU, supported by CHILE, SAUDI ARABIA, and SWITZERLAND called for at least two more AG13 sessions, each lasting 8 half-days and, with KUWAIT and FRANCE, called for a stronger commitment to completion of work by COP-4.";16991;"agreement";"CHILE";"KUWAIT";"Report of main proceedings for 30 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-30;185
"186";"SUBSIDIARY BODY FOR THE SCIENTIFIC AND TECHNOLOGICAL ADVICE
";"First subsection";515;"The EU, supported by CHILE, SAUDI ARABIA, and SWITZERLAND called for at least two more AG13 sessions, each lasting 8 half-days and, with KUWAIT and FRANCE, called for a stronger commitment to completion of work by COP-4.";16991;"agreement";"SAUDI ARABIA";"KUWAIT";"Report of main proceedings for 30 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-30;186
"187";"SUBSIDIARY BODY FOR THE SCIENTIFIC AND TECHNOLOGICAL ADVICE
";"First subsection";515;"The EU, supported by CHILE, SAUDI ARABIA, and SWITZERLAND called for at least two more AG13 sessions, each lasting 8 half-days and, with KUWAIT and FRANCE, called for a stronger commitment to completion of work by COP-4.";16991;"agreement";"SWITZERLAND";"KUWAIT";"Report of main proceedings for 30 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-30;187
"188";"SUBSIDIARY BODY FOR THE SCIENTIFIC AND TECHNOLOGICAL ADVICE
";"First subsection";515;"The EU, supported by CHILE, SAUDI ARABIA, and SWITZERLAND called for at least two more AG13 sessions, each lasting 8 half-days and, with KUWAIT and FRANCE, called for a stronger commitment to completion of work by COP-4.";16991;"agreement";"FRANCE";"KUWAIT";"Report of main proceedings for 30 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-30;188
"189";"SUBSIDIARY BODY FOR THE SCIENTIFIC AND TECHNOLOGICAL ADVICE
";"First subsection";515;"The EU, supported by CHILE, SAUDI ARABIA, and SWITZERLAND called for at least two more AG13 sessions, each lasting 8 half-days and, with KUWAIT and FRANCE, called for a stronger commitment to completion of work by COP-4.";16991;"agreement";"CHILE";"FRANCE";"Report of main proceedings for 30 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-30;189
"190";"SUBSIDIARY BODY FOR THE SCIENTIFIC AND TECHNOLOGICAL ADVICE
";"First subsection";515;"The EU, supported by CHILE, SAUDI ARABIA, and SWITZERLAND called for at least two more AG13 sessions, each lasting 8 half-days and, with KUWAIT and FRANCE, called for a stronger commitment to completion of work by COP-4.";16991;"agreement";"SAUDI ARABIA";"FRANCE";"Report of main proceedings for 30 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-30;190
"191";"SUBSIDIARY BODY FOR THE SCIENTIFIC AND TECHNOLOGICAL ADVICE
";"First subsection";515;"The EU, supported by CHILE, SAUDI ARABIA, and SWITZERLAND called for at least two more AG13 sessions, each lasting 8 half-days and, with KUWAIT and FRANCE, called for a stronger commitment to completion of work by COP-4.";16991;"agreement";"SWITZERLAND";"FRANCE";"Report of main proceedings for 30 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-30;191
"192";"SUBSIDIARY BODY FOR THE SCIENTIFIC AND TECHNOLOGICAL ADVICE
";"First subsection";515;"The EU, supported by CHILE, SAUDI ARABIA, and SWITZERLAND called for at least two more AG13 sessions, each lasting 8 half-days and, with KUWAIT and FRANCE, called for a stronger commitment to completion of work by COP-4.";16991;"agreement";"KUWAIT";"FRANCE";"Report of main proceedings for 30 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-30;192
"193";"SUBSIDIARY BODY FOR IMPLEMENTATION
";"First subsection";508;"INDIA, supported by VENEZUELA, highlighted the limited scope and geographical distribution of current projects and the narrow information base available for assessment.";16783;"support";"VENEZUELA";"INDIA";"Report of main proceedings for 21 October 1997";"7th Session of the UNFCCC Subsidiary Bodies (SB 7)";"7th Session of the UNFCCC Subsidiary Bodies (SB 7)";1997-10-22;1997-10-31;1997-10-21;193
"194";"AD HOC GROUP ON THE BERLIN MANDATE 
";"First subsection";507;"SAMOA, for AOSIS, supported the G77/China statement and said all proposals remain on the table, including that of AOSIS.";16751;"support";"AOSIS";"";"Report of main proceedings for 22 October 1997";"7th Session of the UNFCCC Subsidiary Bodies (SB 7)";"7th Session of the UNFCCC Subsidiary Bodies (SB 7)";1997-10-22;1997-10-31;1997-10-22;194
"195";"AD HOC GROUP ON THE BERLIN MANDATE 
";"First subsection";507;"SAMOA, for AOSIS, supported the G77/China statement and said all proposals remain on the table, including that of AOSIS.";16751;"support";"G77";"";"Report of main proceedings for 22 October 1997";"7th Session of the UNFCCC Subsidiary Bodies (SB 7)";"7th Session of the UNFCCC Subsidiary Bodies (SB 7)";1997-10-22;1997-10-31;1997-10-22;195
"196";"POLICIES AND MEASURES
";"First subsection";502;"The US, supported by CANADA, JAPAN and AUSTRALIA proposed bracketing text that """"the COP/MOP shall assess the application of P&Ms.";16600;"support";"CANADA";"US";"Report of main proceedings for 30 October 1997";"7th Session of the UNFCCC Subsidiary Bodies (SB 7)";"7th Session of the UNFCCC Subsidiary Bodies (SB 7)";1997-10-22;1997-10-31;1997-10-30;196
"197";"POLICIES AND MEASURES
";"First subsection";502;"The US, supported by CANADA, JAPAN and AUSTRALIA proposed bracketing text that """"the COP/MOP shall assess the application of P&Ms.";16600;"support";"JAPAN";"US";"Report of main proceedings for 30 October 1997";"7th Session of the UNFCCC Subsidiary Bodies (SB 7)";"7th Session of the UNFCCC Subsidiary Bodies (SB 7)";1997-10-22;1997-10-31;1997-10-30;197
"198";"POLICIES AND MEASURES
";"First subsection";502;"The US, supported by CANADA, JAPAN and AUSTRALIA proposed bracketing text that """"the COP/MOP shall assess the application of P&Ms.";16600;"support";"AUSTRALIA";"US";"Report of main proceedings for 30 October 1997";"7th Session of the UNFCCC Subsidiary Bodies (SB 7)";"7th Session of the UNFCCC Subsidiary Bodies (SB 7)";1997-10-22;1997-10-31;1997-10-30;198
"199";"POLICIES AND MEASURES
";"First subsection";502;"The US, supported by JAPAN and CANADA, suggested combining elements in the two paragraphs but objected to references to financial and fiscal incentives and patent-protected environmentally sound technologies.";16645;"support";"JAPAN";"US";"Report of main proceedings for 30 October 1997";"7th Session of the UNFCCC Subsidiary Bodies (SB 7)";"7th Session of the UNFCCC Subsidiary Bodies (SB 7)";1997-10-22;1997-10-31;1997-10-30;199
"200";"POLICIES AND MEASURES
";"First subsection";502;"The US, supported by JAPAN and CANADA, suggested combining elements in the two paragraphs but objected to references to financial and fiscal incentives and patent-protected environmentally sound technologies.";16645;"support";"CANADA";"US";"Report of main proceedings for 30 October 1997";"7th Session of the UNFCCC Subsidiary Bodies (SB 7)";"7th Session of the UNFCCC Subsidiary Bodies (SB 7)";1997-10-22;1997-10-31;1997-10-30;200
"201";"POLICIES AND MEASURES
";"First subsection";502;"The EU, supported by the US, proposed a reformulation, on the identification and implementation of procedures, specifying multilateral development banks.";16647;"support";"US";"EU";"Report of main proceedings for 30 October 1997";"7th Session of the UNFCCC Subsidiary Bodies (SB 7)";"7th Session of the UNFCCC Subsidiary Bodies (SB 7)";1997-10-22;1997-10-31;1997-10-30;201
"202";"POLICIES AND MEASURES
";"First subsection";502;"NEW ZEALAND, supported by CANADA and JAPAN, indicated that the issue of removals by sinks had not been formally discussed by the non-groups on QELROs.";16657;"support";"CANADA";"NEW ZEALAND";"Report of main proceedings for 30 October 1997";"7th Session of the UNFCCC Subsidiary Bodies (SB 7)";"7th Session of the UNFCCC Subsidiary Bodies (SB 7)";1997-10-22;1997-10-31;1997-10-30;202
"203";"POLICIES AND MEASURES
";"First subsection";502;"NEW ZEALAND, supported by CANADA and JAPAN, indicated that the issue of removals by sinks had not been formally discussed by the non-groups on QELROs.";16657;"support";"JAPAN";"NEW ZEALAND";"Report of main proceedings for 30 October 1997";"7th Session of the UNFCCC Subsidiary Bodies (SB 7)";"7th Session of the UNFCCC Subsidiary Bodies (SB 7)";1997-10-22;1997-10-31;1997-10-30;203
"204";"EVENING SESSION
";"First subsection";502;"Delegates also discussed, inter alia: a G-77/China proposal reflecting a """"flat rate"""" approach; flexibility for Parties with economies in transition undergoing the process of transition to a market economy; joint fulfillment of obligations; and bracketed references to budgets.Later in the session, the US, supported by CANADA and AUSTRALIA, suggested adding bracketed text on evolution of developing countries commitments to the article on existing commitments.";16664;"support";"CANADA";"US";"Report of main proceedings for 30 October 1997";"7th Session of the UNFCCC Subsidiary Bodies (SB 7)";"7th Session of the UNFCCC Subsidiary Bodies (SB 7)";1997-10-22;1997-10-31;1997-10-30;204
"205";"EVENING SESSION
";"First subsection";502;"Delegates also discussed, inter alia: a G-77/China proposal reflecting a """"flat rate"""" approach; flexibility for Parties with economies in transition undergoing the process of transition to a market economy; joint fulfillment of obligations; and bracketed references to budgets.Later in the session, the US, supported by CANADA and AUSTRALIA, suggested adding bracketed text on evolution of developing countries commitments to the article on existing commitments.";16664;"support";"AUSTRALIA";"US";"Report of main proceedings for 30 October 1997";"7th Session of the UNFCCC Subsidiary Bodies (SB 7)";"7th Session of the UNFCCC Subsidiary Bodies (SB 7)";1997-10-22;1997-10-31;1997-10-30;205
"206";"POLICIES AND MEASURES
";"First subsection";502;"The US, supported by CANADA, JAPAN and AUSTRALIA proposed bracketing text that """"the COP/MOP shall assess the application of P&Ms.";16600;"agreement";"JAPAN";"CANADA";"Report of main proceedings for 30 October 1997";"7th Session of the UNFCCC Subsidiary Bodies (SB 7)";"7th Session of the UNFCCC Subsidiary Bodies (SB 7)";1997-10-22;1997-10-31;1997-10-30;206
"207";"POLICIES AND MEASURES
";"First subsection";502;"The US, supported by CANADA, JAPAN and AUSTRALIA proposed bracketing text that """"the COP/MOP shall assess the application of P&Ms.";16600;"agreement";"AUSTRALIA";"CANADA";"Report of main proceedings for 30 October 1997";"7th Session of the UNFCCC Subsidiary Bodies (SB 7)";"7th Session of the UNFCCC Subsidiary Bodies (SB 7)";1997-10-22;1997-10-31;1997-10-30;207
"208";"POLICIES AND MEASURES
";"First subsection";502;"The US, supported by CANADA, JAPAN and AUSTRALIA proposed bracketing text that """"the COP/MOP shall assess the application of P&Ms.";16600;"agreement";"CANADA";"JAPAN";"Report of main proceedings for 30 October 1997";"7th Session of the UNFCCC Subsidiary Bodies (SB 7)";"7th Session of the UNFCCC Subsidiary Bodies (SB 7)";1997-10-22;1997-10-31;1997-10-30;208
"209";"POLICIES AND MEASURES
";"First subsection";502;"The US, supported by CANADA, JAPAN and AUSTRALIA proposed bracketing text that """"the COP/MOP shall assess the application of P&Ms.";16600;"agreement";"AUSTRALIA";"JAPAN";"Report of main proceedings for 30 October 1997";"7th Session of the UNFCCC Subsidiary Bodies (SB 7)";"7th Session of the UNFCCC Subsidiary Bodies (SB 7)";1997-10-22;1997-10-31;1997-10-30;209
"210";"POLICIES AND MEASURES
";"First subsection";502;"The US, supported by CANADA, JAPAN and AUSTRALIA proposed bracketing text that """"the COP/MOP shall assess the application of P&Ms.";16600;"agreement";"CANADA";"AUSTRALIA";"Report of main proceedings for 30 October 1997";"7th Session of the UNFCCC Subsidiary Bodies (SB 7)";"7th Session of the UNFCCC Subsidiary Bodies (SB 7)";1997-10-22;1997-10-31;1997-10-30;210
"211";"POLICIES AND MEASURES
";"First subsection";502;"The US, supported by CANADA, JAPAN and AUSTRALIA proposed bracketing text that """"the COP/MOP shall assess the application of P&Ms.";16600;"agreement";"JAPAN";"AUSTRALIA";"Report of main proceedings for 30 October 1997";"7th Session of the UNFCCC Subsidiary Bodies (SB 7)";"7th Session of the UNFCCC Subsidiary Bodies (SB 7)";1997-10-22;1997-10-31;1997-10-30;211
"212";"POLICIES AND MEASURES
";"First subsection";502;"The US, supported by JAPAN and CANADA, suggested combining elements in the two paragraphs but objected to references to financial and fiscal incentives and patent-protected environmentally sound technologies.";16645;"agreement";"CANADA";"JAPAN";"Report of main proceedings for 30 October 1997";"7th Session of the UNFCCC Subsidiary Bodies (SB 7)";"7th Session of the UNFCCC Subsidiary Bodies (SB 7)";1997-10-22;1997-10-31;1997-10-30;212
