"";"obs_id";"quote_id";"e_date";"ENB_Nr";"Country1";"Country2";"quote";"masked_quote";"cooperation";"relation"
"398";15780;3093;1998-06-05;80;"Australia";"Switzerland";"SWITZERLAND stressed adequacy and predict- ability in the flow of funds. With AUSTRALIA, he noted a draft decision";"TARGET STRESSED ADEQUACY AND PREDICT- ABILITY IN THE FLOW OF FUNDS. WITH SENDER, HE NOTED A DRAFT DECISION";1;3
"399";15795;3237;1998-06-05;80;"Poland";"Hungary";"Supported by POLAND, HUNGARY underscored the need to enhance understanding of the three new gases under the Kyoto Protocol";"SUPPORTED BY SENDER, TARGET UNDERSCORED THE NEED TO ENHANCE UNDERSTANDING OF THE THREE NEW GASES UNDER THE KYOTO PROTOCOL";1;2
"400";15796;3193;1998-06-05;80;"Japan";"United States";"Some countries, including JAPAN and the US, noted the urgent need for a decision on which anthropogenic activities should be included because it influences the ability of some countries to ratify and implement the Protocol.";"SOME COUNTRIES, INCLUDING SENDER AND THE TARGET, NOTED THE URGENT NEED FOR A DECISION ON WHICH ANTHROPOGENIC ACTIVITIES SHOULD BE INCLUDED BECAUSE IT INFLUENCES THE ABILITY OF SOME COUNTRIES TO RATIFY AND IMPLEMENT THE PROTOCOL.";1;4
"401";15797;3193;1998-06-05;80;"United States";"Japan";"Some countries, including JAPAN and the US, noted the urgent need for a decision on which anthropogenic activities should be included because it influences the ability of some countries to ratify and implement the Protocol.";"SOME COUNTRIES, INCLUDING TARGET AND THE SENDER, NOTED THE URGENT NEED FOR A DECISION ON WHICH ANTHROPOGENIC ACTIVITIES SHOULD BE INCLUDED BECAUSE IT INFLUENCES THE ABILITY OF SOME COUNTRIES TO RATIFY AND IMPLEMENT THE PROTOCOL.";1;4
"402";15798;223;1998-06-05;80;"Australia";"United States";"AUSTRALIA and the US suggested prioritiza- tion of issues";"SENDER AND THE TARGET SUGGESTED PRIORITIZA- TION OF ISSUES";1;4
"403";15799;223;1998-06-05;80;"United States";"Australia";"AUSTRALIA and the US suggested prioritiza- tion of issues";"TARGET AND THE SENDER SUGGESTED PRIORITIZA- TION OF ISSUES";1;4
"404";15800;2003;1998-06-05;80;"Mauritania";"Iceland";"MAURITANIA, with ICELAND, cautioned against concentrating solely on forests and conservation";"SENDER, WITH TARGET, CAUTIONED AGAINST CONCENTRATING SOLELY ON FORESTS AND CONSERVATION";1;4
"405";15801;2003;1998-06-05;80;"Iceland";"Mauritania";"MAURITANIA, with ICELAND, cautioned against concentrating solely on forests and conservation";"TARGET, WITH SENDER, CAUTIONED AGAINST CONCENTRATING SOLELY ON FORESTS AND CONSERVATION";1;4
"406";15802;2228;1998-06-05;80;"Norway";"Canada";"NORWAY and CANADA sought to establish a process to enable COP-5 to consider sinks.";"SENDER AND TARGET SOUGHT TO ESTABLISH A PROCESS TO ENABLE COP-5 TO CONSIDER SINKS.";1;4
"407";15803;2228;1998-06-05;80;"Canada";"Norway";"NORWAY and CANADA sought to establish a process to enable COP-5 to consider sinks.";"TARGET AND SENDER SOUGHT TO ESTABLISH A PROCESS TO ENABLE COP-5 TO CONSIDER SINKS.";1;4
"408";15824;1499;1998-06-05;80;"Iceland";"United States";"ICELAND said improvements to degraded land should be included in the list of human-induced activities. With the US, he said IPCC should evaluate the consequences of limiting activities that can be included";"SENDER SAID IMPROVEMENTS TO DEGRADED LAND SHOULD BE INCLUDED IN THE LIST OF HUMAN-INDUCED ACTIVITIES. WITH THE TARGET, HE SAID IPCC SHOULD EVALUATE THE CONSEQUENCES OF LIMITING ACTIVITIES THAT CAN BE INCLUDED";1;3
"409";15825;1499;1998-06-05;80;"United States";"Iceland";"ICELAND said improvements to degraded land should be included in the list of human-induced activities. With the US, he said IPCC should evaluate the consequences of limiting activities that can be included";"TARGET SAID IMPROVEMENTS TO DEGRADED LAND SHOULD BE INCLUDED IN THE LIST OF HUMAN-INDUCED ACTIVITIES. WITH THE SENDER, HE SAID IPCC SHOULD EVALUATE THE CONSEQUENCES OF LIMITING ACTIVITIES THAT CAN BE INCLUDED";1;3
"410";15826;3031;1998-06-05;80;"Burkina Faso";"South Africa";"SOUTH AFRICA, supported by BURKINA FASO, said SBSTA should task the IPCC to examine, inter alia, methods for distinguishing natural and anthropogenic sinks, the role of carbon stocks and wood products, definitions of eligible land uses and the";"TARGET, SUPPORTED BY SENDER, SAID SBSTA SHOULD TASK THE IPCC TO EXAMINE, INTER ALIA, METHODS FOR DISTINGUISHING NATURAL AND ANTHROPOGENIC SINKS, THE ROLE OF CARBON STOCKS AND WOOD PRODUCTS, DEFINITIONS OF ELIGIBLE LAND USES AND THE";1;2
"411";15845;1503;1998-06-05;80;"Australia";"Iceland";"ICELAND, supported by AUSTRALIA, expressed concern over the difficulties posed to small countries arising from the setting of quantified limits on single project emissions and called for the adoption of a threshold value for significant proport";"TARGET, SUPPORTED BY SENDER, EXPRESSED CONCERN OVER THE DIFFICULTIES POSED TO SMALL COUNTRIES ARISING FROM THE SETTING OF QUANTIFIED LIMITS ON SINGLE PROJECT EMISSIONS AND CALLED FOR THE ADOPTION OF A THRESHOLD VALUE FOR SIGNIFICANT PROPORT";1;2
"412";15852;236;1998-06-05;80;"Australia";"United States";"AUSTRALIA called for the identification of synergies in technology transfer work under other Conventions. Together with the US, he noted that national communications of non-Annex I countries would be helpful in identifying technology needs and";"SENDER CALLED FOR THE IDENTIFICATION OF SYNERGIES IN TECHNOLOGY TRANSFER WORK UNDER OTHER CONVENTIONS. TOGETHER WITH THE TARGET, HE NOTED THAT NATIONAL COMMUNICATIONS OF NON-ANNEX I COUNTRIES WOULD BE HELPFUL IN IDENTIFYING TECHNOLOGY NEEDS AND";1;4
"413";15853;236;1998-06-05;80;"United States";"Australia";"AUSTRALIA called for the identification of synergies in technology transfer work under other Conventions. Together with the US, he noted that national communications of non-Annex I countries would be helpful in identifying technology needs and";"TARGET CALLED FOR THE IDENTIFICATION OF SYNERGIES IN TECHNOLOGY TRANSFER WORK UNDER OTHER CONVENTIONS. TOGETHER WITH THE SENDER, HE NOTED THAT NATIONAL COMMUNICATIONS OF NON-ANNEX I COUNTRIES WOULD BE HELPFUL IN IDENTIFYING TECHNOLOGY NEEDS AND";1;4
"414";15868;563;1998-06-08;81;"China";"Botswana";"BOTSWANA stressed the need for adequate time for notifying and inviting the experts, and, supported by CHINA, stressed the need for regional distribution of experts.";"TARGET STRESSED THE NEED FOR ADEQUATE TIME FOR NOTIFYING AND INVITING THE EXPERTS, AND, SUPPORTED BY SENDER, STRESSED THE NEED FOR REGIONAL DISTRIBUTION OF EXPERTS.";1;2
"415";16048;3689;1998-06-09;82;"Philippines";"Indonesia";"The PHILIPPINES asked for clarification about the role of the contact group and, with INDONESIA, expressed concern about the ability of small delegations to participate in contact groups";"THE SENDER ASKED FOR CLARIFICATION ABOUT THE ROLE OF THE CONTACT GROUP AND, WITH TARGET, EXPRESSED CONCERN ABOUT THE ABILITY OF SMALL DELEGATIONS TO PARTICIPATE IN CONTACT GROUPS";1;3
"416";16049;3689;1998-06-09;82;"Indonesia";"Philippines";"The PHILIPPINES asked for clarification about the role of the contact group and, with INDONESIA, expressed concern about the ability of small delegations to participate in contact groups";"THE TARGET ASKED FOR CLARIFICATION ABOUT THE ROLE OF THE CONTACT GROUP AND, WITH SENDER, EXPRESSED CONCERN ABOUT THE ABILITY OF SMALL DELEGATIONS TO PARTICIPATE IN CONTACT GROUPS";1;3
"417";16079;3051;1998-06-11;84;"Sri Lanka";"Iran";"SRI LANKA and IRAN called for equal distribution of information packages prepared by CC:INFO to countries beyond those included in country study programmes.";"SENDER AND TARGET CALLED FOR EQUAL DISTRIBUTION OF INFORMATION PACKAGES PREPARED BY CC:INFO TO COUNTRIES BEYOND THOSE INCLUDED IN COUNTRY STUDY PROGRAMMES.";1;4
"418";16080;3051;1998-06-11;84;"Iran";"Sri Lanka";"SRI LANKA and IRAN called for equal distribution of information packages prepared by CC:INFO to countries beyond those included in country study programmes.";"TARGET AND SENDER CALLED FOR EQUAL DISTRIBUTION OF INFORMATION PACKAGES PREPARED BY CC:INFO TO COUNTRIES BEYOND THOSE INCLUDED IN COUNTRY STUDY PROGRAMMES.";1;4
"419";16097;3392;1998-06-11;84;"Central African Republic";"Canada";"The CENTRAL AFRICAN REPUBLIC and CANADA noted the need for information and expertise sharing and a resource centre for copy- right-free material.";"THE SENDER AND TARGET NOTED THE NEED FOR INFORMATION AND EXPERTISE SHARING AND A RESOURCE CENTRE FOR COPY- RIGHT-FREE MATERIAL.";1;4
"420";16098;3392;1998-06-11;84;"Canada";"Central African Republic";"The CENTRAL AFRICAN REPUBLIC and CANADA noted the need for information and expertise sharing and a resource centre for copy- right-free material.";"THE TARGET AND SENDER NOTED THE NEED FOR INFORMATION AND EXPERTISE SHARING AND A RESOURCE CENTRE FOR COPY- RIGHT-FREE MATERIAL.";1;4
"421";16121;2286;1998-06-11;84;"United States";"Norway";"NORWAY, on behalf of a group of countries and supported by the US, recalled a non-paper on emissions trading distributed by the group last week, and the package of four mechanisms agreed in Kyoto";"TARGET, ON BEHALF OF A GROUP OF COUNTRIES AND SUPPORTED BY THE SENDER, RECALLED A NON-PAPER ON EMISSIONS TRADING DISTRIBUTED BY THE GROUP LAST WEEK, AND THE PACKAGE OF FOUR MECHANISMS AGREED IN KYOTO";1;2
"422";16171;1351;1998-06-12;85;"United States";"Philippines";"Following proposals from the PHILIPPINES, the US cautioned against re- opening agreed text.";"FOLLOWING PROPOSALS FROM THE TARGET, THE SENDER CAUTIONED AGAINST RE- OPENING AGREED TEXT.";0;6
"423";16172;2788;1998-06-12;85;"Saudi Arabia";"United States";"SAUDI ARABIA bracketed a US proposal to reference an AGBM roundtable and the IPCC Oslo workshop on the economic impacts of Annex I actions on all countries";"SENDER BRACKETED A TARGET PROPOSAL TO REFERENCE AN AGBM ROUNDTABLE AND THE IPCC OSLO WORKSHOP ON THE ECONOMIC IMPACTS OF ANNEX I ACTIONS ON ALL COUNTRIES";0;6
"424";16201;2910;1998-11-03;88;"Kuwait";"Saudi Arabia";"SAUDI ARABIA, supported by KUWAIT, proposed addressing Article 3.14 (adverse impacts) as a separate item on the agenda.";"TARGET, SUPPORTED BY SENDER, PROPOSED ADDRESSING ARTICLE 3.14 (ADVERSE IMPACTS) AS A SEPARATE ITEM ON THE AGENDA.";1;2
"425";16202;2918;1998-11-03;88;"Venezuela";"Saudi Arabia";"SAUDI ARABIA, supported by VENEZUELA, accepted the proposal, but stressed that discussion under Item 5 (matters related to the Kyoto Protocol) should allow time for Article 3.14.";"TARGET, SUPPORTED BY SENDER, ACCEPTED THE PROPOSAL, BUT STRESSED THAT DISCUSSION UNDER ITEM 5 (MATTERS RELATED TO THE KYOTO PROTOCOL) SHOULD ALLOW TIME FOR ARTICLE 3.14.";1;2
"426";16224;1489;1998-11-03;88;"Brazil";"China";"He(Brazil)  noted that non-Annex I Parties are well ahead in meeting their existing commitments and, with CHINA, cautioned that this item was not intended to promote the FCCC, but to help some countries avoid existing commitments";"HE(SENDER)  NOTED THAT NON-ANNEX I PARTIES ARE WELL AHEAD IN MEETING THEIR EXISTING COMMITMENTS AND, WITH TARGET, CAUTIONED THAT THIS ITEM WAS NOT INTENDED TO PROMOTE THE FCCC, BUT TO HELP SOME COUNTRIES AVOID EXISTING COMMITMENTS";1;3
"427";16225;1489;1998-11-03;88;"China";"Brazil";"He(Brazil)  noted that non-Annex I Parties are well ahead in meeting their existing commitments and, with CHINA, cautioned that this item was not intended to promote the FCCC, but to help some countries avoid existing commitments";"HE(TARGET)  NOTED THAT NON-ANNEX I PARTIES ARE WELL AHEAD IN MEETING THEIR EXISTING COMMITMENTS AND, WITH SENDER, CAUTIONED THAT THIS ITEM WAS NOT INTENDED TO PROMOTE THE FCCC, BUT TO HELP SOME COUNTRIES AVOID EXISTING COMMITMENTS";1;3
"428";16253;3271;1998-11-03;88;"Tanzania";"South Africa";"TANZANIA and SOUTH AFRICA said methodological and insti- tutional issues relating to the flexibility mechanisms, such as the CDM, should be the focus of deliberation.";"SENDER AND TARGET SAID METHODOLOGICAL AND INSTI- TUTIONAL ISSUES RELATING TO THE FLEXIBILITY MECHANISMS, SUCH AS THE CDM, SHOULD BE THE FOCUS OF DELIBERATION.";1;4
"429";16254;3271;1998-11-03;88;"South Africa";"Tanzania";"TANZANIA and SOUTH AFRICA said methodological and insti- tutional issues relating to the flexibility mechanisms, such as the CDM, should be the focus of deliberation.";"TARGET AND SENDER SAID METHODOLOGICAL AND INSTI- TUTIONAL ISSUES RELATING TO THE FLEXIBILITY MECHANISMS, SUCH AS THE CDM, SHOULD BE THE FOCUS OF DELIBERATION.";1;4
"430";16268;4302;1998-11-03;88;"Japan";"Australia";"With JAPAN, she (Australia) said that non-Annex I Parties wishing to adopt voluntary commitments must be given an opportunity to consider their options under the Kyoto Protocol through discussion.";"WITH SENDER, SHE (TARGET) SAID THAT NON-ANNEX I PARTIES WISHING TO ADOPT VOLUNTARY COMMITMENTS MUST BE GIVEN AN OPPORTUNITY TO CONSIDER THEIR OPTIONS UNDER THE KYOTO PROTOCOL THROUGH DISCUSSION.";1;3
"431";16269;4302;1998-11-03;88;"Australia";"Japan";"With JAPAN, she (Australia) said that non-Annex I Parties wishing to adopt voluntary commitments must be given an opportunity to consider their options under the Kyoto Protocol through discussion.";"WITH TARGET, SHE (SENDER) SAID THAT NON-ANNEX I PARTIES WISHING TO ADOPT VOLUNTARY COMMITMENTS MUST BE GIVEN AN OPPORTUNITY TO CONSIDER THEIR OPTIONS UNDER THE KYOTO PROTOCOL THROUGH DISCUSSION.";1;3
"432";16361;3138;1998-11-04;89;"Switzerland";"Marshall Islands";"SWITZERLAND, with the MARSHALL ISLANDS, favored deferring work related to Articles 3.3 and 3.4 (agricultural soils) until the IPCC special report is available.";"SENDER, WITH THE TARGET, FAVORED DEFERRING WORK RELATED TO ARTICLES 3.3 AND 3.4 (AGRICULTURAL SOILS) UNTIL THE IPCC SPECIAL REPORT IS AVAILABLE.";1;3
"433";16362;3138;1998-11-04;89;"Marshall Islands";"Switzerland";"SWITZERLAND, with the MARSHALL ISLANDS, favored deferring work related to Articles 3.3 and 3.4 (agricultural soils) until the IPCC special report is available.";"TARGET, WITH THE SENDER, FAVORED DEFERRING WORK RELATED TO ARTICLES 3.3 AND 3.4 (AGRICULTURAL SOILS) UNTIL THE IPCC SPECIAL REPORT IS AVAILABLE.";1;3
"434";16460;2207;1998-11-04;89;"Nigeria";"United States";"NIGERIA objected to the US proposal for alternating ministerial and non-ministerial COPs";"SENDER OBJECTED TO THE TARGET PROPOSAL FOR ALTERNATING MINISTERIAL AND NON-MINISTERIAL COPS";0;6
"435";16461;3868;1998-11-04;89;"United States";"Canada";"The US and CANADA indicated that the issues raised by Articles 4.8 and 4.9 and the subsequent decisions should be separate.";"THE SENDER AND TARGET INDICATED THAT THE ISSUES RAISED BY ARTICLES 4.8 AND 4.9 AND THE SUBSEQUENT DECISIONS SHOULD BE SEPARATE.";1;4
"436";16462;3868;1998-11-04;89;"Canada";"United States";"The US and CANADA indicated that the issues raised by Articles 4.8 and 4.9 and the subsequent decisions should be separate.";"THE TARGET AND SENDER INDICATED THAT THE ISSUES RAISED BY ARTICLES 4.8 AND 4.9 AND THE SUBSEQUENT DECISIONS SHOULD BE SEPARATE.";1;4
"437";16537;4305;1998-11-05;90;"Australia";"New Zealand";"With NEW ZEALAND, she (Australia) opposed restrictions on trade in assigned amounts, characterizing them as inequitable, costly, arbitrary and difficult to implement.";"WITH TARGET, SHE (SENDER) OPPOSED RESTRICTIONS ON TRADE IN ASSIGNED AMOUNTS, CHARACTERIZING THEM AS INEQUITABLE, COSTLY, ARBITRARY AND DIFFICULT TO IMPLEMENT.";1;3
"438";16538;4305;1998-11-05;90;"New Zealand";"Australia";"With NEW ZEALAND, she (Australia) opposed restrictions on trade in assigned amounts, characterizing them as inequitable, costly, arbitrary and difficult to implement.";"WITH SENDER, SHE (TARGET) OPPOSED RESTRICTIONS ON TRADE IN ASSIGNED AMOUNTS, CHARACTERIZING THEM AS INEQUITABLE, COSTLY, ARBITRARY AND DIFFICULT TO IMPLEMENT.";1;3
"439";16555;4288;1998-11-05;90;"Japan";"Canada";"With CANADA, he (JAPAN) said host countries should determine sustainable development criteria";"WITH TARGET, HE (SENDER) SAID HOST COUNTRIES SHOULD DETERMINE SUSTAINABLE DEVELOPMENT CRITERIA";1;3
"440";16556;4288;1998-11-05;90;"Canada";"Japan";"With CANADA, he (JAPAN) said host countries should determine sustainable development criteria";"WITH SENDER, HE (TARGET) SAID HOST COUNTRIES SHOULD DETERMINE SUSTAINABLE DEVELOPMENT CRITERIA";1;3
"441";16638;3070;1998-11-05;90;"Switzerland";"Australia";"SWITZERLAND and AUSTRALIA underscored that non-Annex I commu- nications undergo a review process similar to Annex I.";"SENDER AND TARGET UNDERSCORED THAT NON-ANNEX I COMMU- NICATIONS UNDERGO A REVIEW PROCESS SIMILAR TO ANNEX I.";1;4
"442";16639;3070;1998-11-05;90;"Australia";"Switzerland";"SWITZERLAND and AUSTRALIA underscored that non-Annex I commu- nications undergo a review process similar to Annex I.";"TARGET AND SENDER UNDERSCORED THAT NON-ANNEX I COMMU- NICATIONS UNDERGO A REVIEW PROCESS SIMILAR TO ANNEX I.";1;4
"443";16645;4297;1998-11-05;90;"China";"Grenada";"With GRENADA and KOREA, CHINA emphasized the role of national governments and international organizations and said technology transfer should be on non-commercial and preferential terms.";"WITH TARGET AND KOREA, SENDER EMPHASIZED THE ROLE OF NATIONAL GOVERNMENTS AND INTERNATIONAL ORGANIZATIONS AND SAID TECHNOLOGY TRANSFER SHOULD BE ON NON-COMMERCIAL AND PREFERENTIAL TERMS.";1;3
"444";16646;4297;1998-11-05;90;"China";"Korea, Republic";"With GRENADA and KOREA, CHINA emphasized the role of national governments and international organizations and said technology transfer should be on non-commercial and preferential terms.";"WITH GRENADA AND TARGET, SENDER EMPHASIZED THE ROLE OF NATIONAL GOVERNMENTS AND INTERNATIONAL ORGANIZATIONS AND SAID TECHNOLOGY TRANSFER SHOULD BE ON NON-COMMERCIAL AND PREFERENTIAL TERMS.";1;3
"445";16647;4297;1998-11-05;90;"Grenada";"China";"With GRENADA and KOREA, CHINA emphasized the role of national governments and international organizations and said technology transfer should be on non-commercial and preferential terms.";"WITH SENDER AND KOREA, TARGET EMPHASIZED THE ROLE OF NATIONAL GOVERNMENTS AND INTERNATIONAL ORGANIZATIONS AND SAID TECHNOLOGY TRANSFER SHOULD BE ON NON-COMMERCIAL AND PREFERENTIAL TERMS.";1;3
"446";16648;4297;1998-11-05;90;"Grenada";"Korea, Republic";"With GRENADA and KOREA, CHINA emphasized the role of national governments and international organizations and said technology transfer should be on non-commercial and preferential terms.";"WITH SENDER AND TARGET, CHINA EMPHASIZED THE ROLE OF NATIONAL GOVERNMENTS AND INTERNATIONAL ORGANIZATIONS AND SAID TECHNOLOGY TRANSFER SHOULD BE ON NON-COMMERCIAL AND PREFERENTIAL TERMS.";1;3
"447";16649;4297;1998-11-05;90;"Korea, Republic";"China";"With GRENADA and KOREA, CHINA emphasized the role of national governments and international organizations and said technology transfer should be on non-commercial and preferential terms.";"WITH GRENADA AND SENDER, TARGET EMPHASIZED THE ROLE OF NATIONAL GOVERNMENTS AND INTERNATIONAL ORGANIZATIONS AND SAID TECHNOLOGY TRANSFER SHOULD BE ON NON-COMMERCIAL AND PREFERENTIAL TERMS.";1;3
"448";16650;4297;1998-11-05;90;"Korea, Republic";"Grenada";"With GRENADA and KOREA, CHINA emphasized the role of national governments and international organizations and said technology transfer should be on non-commercial and preferential terms.";"WITH TARGET AND SENDER, CHINA EMPHASIZED THE ROLE OF NATIONAL GOVERNMENTS AND INTERNATIONAL ORGANIZATIONS AND SAID TECHNOLOGY TRANSFER SHOULD BE ON NON-COMMERCIAL AND PREFERENTIAL TERMS.";1;3
"449";16651;2339;1998-11-05;90;"Canada";"Australia";"Noting the need for an enabling environment and the potential of the CDM, CANADA and AUSTRALIA said the private sector should be the main vehicle for technology transfer.";"NOTING THE NEED FOR AN ENABLING ENVIRONMENT AND THE POTENTIAL OF THE CDM, SENDER AND TARGET SAID THE PRIVATE SECTOR SHOULD BE THE MAIN VEHICLE FOR TECHNOLOGY TRANSFER.";1;4
"450";16652;2339;1998-11-05;90;"Australia";"Canada";"Noting the need for an enabling environment and the potential of the CDM, CANADA and AUSTRALIA said the private sector should be the main vehicle for technology transfer.";"NOTING THE NEED FOR AN ENABLING ENVIRONMENT AND THE POTENTIAL OF THE CDM, TARGET AND SENDER SAID THE PRIVATE SECTOR SHOULD BE THE MAIN VEHICLE FOR TECHNOLOGY TRANSFER.";1;4
"451";16856;4118;1998-11-06;91;"United States";"Australia";"The US, with AUSTRALIA, said there should be coordination between international environmental agreements, but the process required careful consideration given the possible implication on industry.";"THE SENDER, WITH TARGET, SAID THERE SHOULD BE COORDINATION BETWEEN INTERNATIONAL ENVIRONMENTAL AGREEMENTS, BUT THE PROCESS REQUIRED CAREFUL CONSIDERATION GIVEN THE POSSIBLE IMPLICATION ON INDUSTRY.";1;3
"452";16857;4118;1998-11-06;91;"Australia";"United States";"The US, with AUSTRALIA, said there should be coordination between international environmental agreements, but the process required careful consideration given the possible implication on industry.";"THE TARGET, WITH SENDER, SAID THERE SHOULD BE COORDINATION BETWEEN INTERNATIONAL ENVIRONMENTAL AGREEMENTS, BUT THE PROCESS REQUIRED CAREFUL CONSIDERATION GIVEN THE POSSIBLE IMPLICATION ON INDUSTRY.";1;3
"453";16858;2871;1998-11-06;91;"Saudi Arabia";"Libya";"SAUDI ARABIA, LIBYA and other developing countries stressed that information be provided by Parties that had capacity and resources";"SENDER, TARGET AND OTHER DEVELOPING COUNTRIES STRESSED THAT INFORMATION BE PROVIDED BY PARTIES THAT HAD CAPACITY AND RESOURCES";1;4
"454";16859;2871;1998-11-06;91;"Libya";"Saudi Arabia";"SAUDI ARABIA, LIBYA and other developing countries stressed that information be provided by Parties that had capacity and resources";"TARGET, SENDER AND OTHER DEVELOPING COUNTRIES STRESSED THAT INFORMATION BE PROVIDED BY PARTIES THAT HAD CAPACITY AND RESOURCES";1;4
"455";16887;3857;1998-11-09;92;"United States";"Australia";"The US and AUSTRALIA noted that the scientific and technical evaluation from the IPCC indicated that developed country actions would be insuffi- cient to meet the aims of the Convention";"THE SENDER AND TARGET NOTED THAT THE SCIENTIFIC AND TECHNICAL EVALUATION FROM THE IPCC INDICATED THAT DEVELOPED COUNTRY ACTIONS WOULD BE INSUFFI- CIENT TO MEET THE AIMS OF THE CONVENTION";1;4
"456";16888;3857;1998-11-09;92;"Australia";"United States";"The US and AUSTRALIA noted that the scientific and technical evaluation from the IPCC indicated that developed country actions would be insuffi- cient to meet the aims of the Convention";"THE TARGET AND SENDER NOTED THAT THE SCIENTIFIC AND TECHNICAL EVALUATION FROM THE IPCC INDICATED THAT DEVELOPED COUNTRY ACTIONS WOULD BE INSUFFI- CIENT TO MEET THE AIMS OF THE CONVENTION";1;4
"457";16918;939;1998-11-11;94;"China";"Saudi Arabia";"CHINA and SAUDI ARABIA said the Chair should not allow further negotiation on the text.";"SENDER AND TARGET SAID THE CHAIR SHOULD NOT ALLOW FURTHER NEGOTIATION ON THE TEXT.";1;4
"458";16919;939;1998-11-11;94;"Saudi Arabia";"China";"CHINA and SAUDI ARABIA said the Chair should not allow further negotiation on the text.";"TARGET AND SENDER SAID THE CHAIR SHOULD NOT ALLOW FURTHER NEGOTIATION ON THE TEXT.";1;4
"459";16962;2930;1998-11-11;94;"Saudi Arabia";"Qatar";"SAUDI ARABIA, with QATAR, said it would support the Co-Chairs’ amended text, if FCCC Articles 4.8 and 4.9 were included.";"SENDER, WITH TARGET, SAID IT WOULD SUPPORT THE CO-CHAIRS’ AMENDED TEXT, IF FCCC ARTICLES 4.8 AND 4.9 WERE INCLUDED.";1;3
"460";16963;2930;1998-11-11;94;"Qatar";"Saudi Arabia";"SAUDI ARABIA, with QATAR, said it would support the Co-Chairs’ amended text, if FCCC Articles 4.8 and 4.9 were included.";"TARGET, WITH SENDER, SAID IT WOULD SUPPORT THE CO-CHAIRS’ AMENDED TEXT, IF FCCC ARTICLES 4.8 AND 4.9 WERE INCLUDED.";1;3
"461";17016;1731;1998-11-13;96;"Japan";"Slovenia";"JAPAN and SLOVENIA called for the early signing and ratification of the Protocol.";"SENDER AND TARGET CALLED FOR THE EARLY SIGNING AND RATIFICATION OF THE PROTOCOL.";1;4
"462";17017;1731;1998-11-13;96;"Slovenia";"Japan";"JAPAN and SLOVENIA called for the early signing and ratification of the Protocol.";"TARGET AND SENDER CALLED FOR THE EARLY SIGNING AND RATIFICATION OF THE PROTOCOL.";1;4
"463";17727;688;1998-11-13;96;"Brazil";"Kenya";"BRAZIL, with KENYA, called for further discussions on the adverse impacts of climate change";"SENDER, WITH TARGET, CALLED FOR FURTHER DISCUSSIONS ON THE ADVERSE IMPACTS OF CLIMATE CHANGE";1;3
"464";17728;688;1998-11-13;96;"Kenya";"Brazil";"BRAZIL, with KENYA, called for further discussions on the adverse impacts of climate change";"TARGET, WITH SENDER, CALLED FOR FURTHER DISCUSSIONS ON THE ADVERSE IMPACTS OF CLIMATE CHANGE";1;3
"465";17744;3063;1998-11-13;96;"Sweden";"Finland";"SWEDEN urged delegates to work to increase awareness, understanding and support for change and, with FINLAND, applauded the role of NGOs in the environmental agenda.";"SENDER URGED DELEGATES TO WORK TO INCREASE AWARENESS, UNDERSTANDING AND SUPPORT FOR CHANGE AND, WITH TARGET, APPLAUDED THE ROLE OF NGOS IN THE ENVIRONMENTAL AGENDA.";1;3
"466";17745;3063;1998-11-13;96;"Finland";"Sweden";"SWEDEN urged delegates to work to increase awareness, understanding and support for change and, with FINLAND, applauded the role of NGOs in the environmental agenda.";"TARGET URGED DELEGATES TO WORK TO INCREASE AWARENESS, UNDERSTANDING AND SUPPORT FOR CHANGE AND, WITH SENDER, APPLAUDED THE ROLE OF NGOS IN THE ENVIRONMENTAL AGENDA.";1;3
"467";17822;1238;1999-04-15;98;"China";"South Africa";"China [...] said that transfers could be affected through a bilateral and multilateral arrangement between and among Parties without creating a new international busi- ness transaction regime. [...] South Africa [...] reiterated that no new str";"SENDER [...] SAID THAT TRANSFERS COULD BE AFFECTED THROUGH A BILATERAL AND MULTILATERAL ARRANGEMENT BETWEEN AND AMONG PARTIES WITHOUT CREATING A NEW INTERNATIONAL BUSI- NESS TRANSACTION REGIME. [...] TARGET [...] REITERATED THAT NO NEW STR";1;4
"468";17823;1239;1999-04-15;98;"South Africa";"China";"China [...] said that transfers could be affected through a bilateral and multilateral arrangement between and among Parties without creating a new international busi- ness transaction regime. [...]South Africa [...] reiterated that no new stru";"TARGET [...] SAID THAT TRANSFERS COULD BE AFFECTED THROUGH A BILATERAL AND MULTILATERAL ARRANGEMENT BETWEEN AND AMONG PARTIES WITHOUT CREATING A NEW INTERNATIONAL BUSI- NESS TRANSACTION REGIME. [...]SENDER [...] REITERATED THAT NO NEW STRU";1;4
"469";17834;2779;1999-06-01;100;"Saudi Arabia";"Switzerland";"SAUDI ARABIA and SWITZERLAND called for the scope of future efforts to be widened beyond the Protocol mechanisms";"SENDER AND TARGET CALLED FOR THE SCOPE OF FUTURE EFFORTS TO BE WIDENED BEYOND THE PROTOCOL MECHANISMS";1;4
"470";17835;2778;1999-06-01;100;"Switzerland";"Saudi Arabia";"SAUDI ARABIA and SWITZERLAND called for the scope of future efforts to be widened beyond the Protocol mecha- nisms";"TARGET AND SENDER CALLED FOR THE SCOPE OF FUTURE EFFORTS TO BE WIDENED BEYOND THE PROTOCOL MECHA- NISMS";1;4
